TRAP,Source,Type,LU_Around,LU_Top,Date,DiameterMax,DiameterMin,HeightMax,Condition,PrincipalSourceOfImpact,AllNotes
8312,Survey,Uncertain Mound,Annual agriculture,Scrub,2017-09-11,10,8,0.4,5 - extinct or near extinct,Agriculture,#67
8313,Survey,Uncertain Mound,Annual agriculture,Scrub,2017-09-11,16,13,1.2,5 - extinct or near extinct,Agriculture,#68-69
8112,Legacy verification,Burial Mound,Pasture,Pasture,2017-09-11,25,25,1.5,2 - minor damage,Looting,"grassland,grassland"
8314,Survey,Uncertain Mound,Annual agriculture,Scrub,2017-09-11,22,15,0.5,5 - extinct or near extinct,Agriculture,#73-74
9522,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,2017-09-11,55,50,1.9,4 - seriously damaged,Looting,photo #36-38
8113,Legacy verification,Burial Mound,Scrub,Scrub,2017-09-11,30,30,1,1 - pristine,No observation,
8315,Survey,Uncertain Mound,Annual agriculture,Scrub,2017-09-11,25,19,0.5,5 - extinct or near extinct,Agriculture,#76
9523,Legacy verification,Burial Mound,Pasture,Scrub,2017-09-11,33,30,3,2 - minor damage,Post-depositional,"grassland,photo #39"
8114,Legacy verification,Burial Mound,Scrub,Scrub,2017-09-11,40,25,1,4 - seriously damaged,Looting,
8316,Legacy verification,Burial Mound,Perennial agriculture,Scrub,2017-09-11,25,20,2.3,2 - minor damage,Looting,"e.g orchard or vineyard,#80"
8115,Legacy verification,Burial Mound,Scrub,Pasture,2017-09-11,30,10,2,2 - minor damage,Looting,"grassland,view on the valley"
8317,Legacy verification,Burial Mound,Scrub,Scrub,2017-09-11,36,NA,3,4 - seriously damaged,Looting,#87-90
9524,Legacy verification,Burial Mound,Scrub,Scrub,2017-09-11,25,28,1.8,4 - seriously damaged,Looting,photo #40-41
8116,Survey,Uncertain Mound,Scrub,Scrub,2017-09-11,40,40,0.2,5 - extinct or near extinct,Looting,
9525,Legacy verification,Burial Mound,Pasture,Pasture,2017-09-11,35,30,2,4 - seriously damaged,Looting,"grassland,grassland,photo #46-52"
9526,Legacy verification,Burial Mound,Pasture,Pasture,2017-09-11,40,35,2.3,1 - pristine,No observation,"grassland,grassland,photo #55-58"
8318,Survey,Uncertain Mound,Scrub,Other,2017-09-11,10,8,0.5,5 - extinct or near extinct,Other,"explain in notes (burnt terrain,#102-103"
9527,Legacy verification,Burial Mound,Pasture,Pasture,2017-09-11,30,25,1.2,4 - seriously damaged,Looting,"grassland,grassland,photo #61-64"
8319,Legacy verification,Burial Mound,Scrub,Scrub,2017-09-11,16,11,1.7,4 - seriously damaged,Looting,"burnt svrub,#104-106"
9528,Legacy verification,Burial Mound,Pasture,Pasture,2017-09-11,40,35,1.9,2 - minor damage,Looting,"grassland,grassland,photo #66-69"
9529,Legacy verification,Burial Mound,Pasture,Pasture,2017-09-11,30,25,1.9,4 - seriously damaged,Looting,"grassland,grassland,northeast of mound rectangular Robbers trench
photo #70-76"
8320,Survey,Uncertain Mound,Scrub,Scrub,2017-09-11,16,9,0.4,5 - extinct or near extinct,Excavation,#107-107
9530,Legacy verification,Burial Mound,Annual agriculture,Pasture,2017-09-11,42,40,4,4 - seriously damaged,Looting,"grassland,photo #77-85"
8321,Legacy verification,Burial Mound,Pasture,Pasture,2017-09-11,23,20,2.2,2 - minor damage,Excavation,"grassland,grassland,#109-110"
8117,Legacy verification,Extinct Burial Mound,Annual agriculture,Pasture,2017-09-11,15,5,0,5 - extinct or near extinct,Agriculture,grassland
8322,Survey,Uncertain Mound,Annual agriculture,Other,2017-09-11,9,6,0.4,5 - extinct or near extinct,Excavation,"burnt field,explain in notes,#111-112"
9531,Legacy verification,Burial Mound,Pasture,Pasture,2017-09-11,19,16,0.8,3 - damaged,Looting,"grassland,grassland"
8323,Legacy verification,Extinct Burial Mound,Annual agriculture,Annual agriculture,2017-09-11,30,25,1.4,5 - extinct or near extinct,Agriculture,#113
8324,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,2017-09-11,25,20,0.8,5 - extinct or near extinct,Agriculture,#115
8325,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,2017-09-12,28,25,1.5,3 - damaged,Agriculture,#117-118
8326,Legacy verification,Surface Scatter,Annual agriculture,Scrub,2017-09-12,150,NA,0.5,5 - extinct or near extinct,Excavation,
8327,Legacy verification,Extinct Burial Mound,Annual agriculture,Annual agriculture,2017-09-12,20,NA,0.5,5 - extinct or near extinct,Agriculture,#123
9532,Legacy verification,Burial Mound,Annual agriculture,Pasture,2017-09-12,30,30,2.2,4 - seriously damaged,Looting,"grassland,photo #1-7"
8328,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,2017-09-12,25,NA,1,4 - seriously damaged,Agriculture,#125-126
8329,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,2017-09-12,25,20,0.5,5 - extinct or near extinct,Agriculture,"ridge,#127"
8330,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,2017-09-12,23,NA,0.8,4 - seriously damaged,Agriculture,#129-131
9533,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,2017-09-12,25,20,1.6,2 - minor damage,Agriculture,photo #8
8118,Legacy verification,Burial Mound,Annual agriculture,Pasture,2017-09-12,50,50,3.5,1 - pristine,No observation,grassland
8331,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,2017-09-12,20,18,0.8,4 - seriously damaged,Agriculture,#136-140
9534,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,2017-09-12,22,18,1.5,3 - damaged,Agriculture,photo #9
8119,Legacy verification,Burial Mound,Annual agriculture,Scrub,2017-09-12,50,45,3,2 - minor damage,Looting,
8332,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,2017-09-12,15,NA,0.6,5 - extinct or near extinct,Agriculture,#141-142
9535,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,2017-09-12,24,22,1.8,3 - damaged,Agriculture,photo #10
8333,Legacy verification,Extinct Burial Mound,Annual agriculture,Annual agriculture,2017-09-12,10,NA,0.1,5 - extinct or near extinct,Agriculture,uncertain diameter
8334,Legacy verification,Extinct Burial Mound,Annual agriculture,Annual agriculture,2017-09-12,7,4,0,5 - extinct or near extinct,Agriculture,#145
8335,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,2017-09-12,40,NA,2.4,3 - damaged,Agriculture,146-147
8336,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,2017-09-12,20,18,0.8,4 - seriously damaged,Agriculture,#148-149
9536,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,2017-09-12,19,14,0.6,4 - seriously damaged,Agriculture,"photo #11
southern part of mound is damaged by tractor track
mound is very flat but still possible to see mound
only visible from north or south view 
east and west barely visible"
8337,Legacy verification,Uncertain Mound,Annual agriculture,Annual agriculture,2017-09-12,40,NA,0.7,5 - extinct or near extinct,Agriculture,"#150, 152"
8120,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,2017-09-12,55,50,1.5,3 - damaged,Agriculture,
9537,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,2017-09-12,17,15,0.5,4 - seriously damaged,Agriculture,"southern half is in deeply plowed field so visible from the north facing south, north half is in the less plowed field.
photo #16"
8121,Legacy verification,Extinct Burial Mound,Annual agriculture,Annual agriculture,2017-09-12,55,50,0.5,5 - extinct or near extinct,Agriculture,
8338,Legacy verification,Uncertain Mound,Scrub,Scrub,2017-09-12,35,NA,6,4 - seriously damaged,Excavation,"#154-156,uncertain height"
9538,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,2017-09-12,15,15,1.5,4 - seriously damaged,Agriculture,"photo #
seriously damaged by plowing even the elevation has been moved by the plowing for details see photos"
8339,Legacy verification,Burial Mound,Pasture,Pasture,2017-09-12,26,20,1.5,1 - pristine,No observation,"grassland,grassland,#157"
8122,Legacy verification,Extinct Burial Mound,Annual agriculture,Annual agriculture,2017-09-12,50,40,0.5,5 - extinct or near extinct,Agriculture,
8340,Legacy verification,Burial Mound,Scrub,Other,2017-09-12,50,NA,7,2 - minor damage,Excavation,"explain in notes (bare surface,looks replied post excavation"
9539,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,2017-09-12,20,NA,1,4 - seriously damaged,Agriculture,"photo #22-24,uncertain height and diameter"
8123,Survey,Extinct Burial Mound,Annual agriculture,Annual agriculture,2017-09-12,30,30,0.4,5 - extinct or near extinct,Agriculture,
9540,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,2017-09-12,18,NA,1,5 - extinct or near extinct,Agriculture,uncertain diameter
8124,Legacy verification,Extinct Burial Mound,Annual agriculture,Annual agriculture,2017-09-12,50,50,0.5,5 - extinct or near extinct,Agriculture,
8125,Legacy verification,Extinct Burial Mound,Annual agriculture,Annual agriculture,2017-09-12,0,0,0,5 - extinct or near extinct,Agriculture,
9541,Legacy verification,Extinct Burial Mound,Annual agriculture,Annual agriculture,2017-09-12,10,NA,0.1,5 - extinct or near extinct,Agriculture,
8341,Legacy verification,Burial Mound,Scrub,Scrub,2017-09-12,15,NA,1.75,2 - minor damage,Looting,#173-175
8126,Legacy verification,Extinct Burial Mound,Annual agriculture,Annual agriculture,2017-09-12,0,0,0,5 - extinct or near extinct,Agriculture,
8342,Legacy verification,Burial Mound,Scrub,Scrub,2017-09-12,10,NA,1.5,3 - damaged,Road cut,#176
8127,Legacy verification,Extinct Burial Mound,Annual agriculture,Annual agriculture,2017-09-12,30,20,0,5 - extinct or near extinct,Agriculture,
8343,Legacy verification,Uncertain Feature,Scrub,Scrub,2017-09-12,15,12,1.4,3 - damaged,Road cut,#177
8344,Legacy verification,Uncertain Mound,Scrub,Scrub,2017-09-12,0,NA,0,0 - No observation,No observation,
8128,Legacy verification,Extinct Burial Mound,Pasture,Pasture,2017-09-12,0,0,0,0 - No observation,No observation,"grassland,grassland,situated in an irrigation channel, photo in the terrain not taken"
9542,Legacy verification,Extinct Burial Mound,Annual agriculture,Annual agriculture,2017-09-12,0,NA,0,0 - No observation,No observation,
9543,Legacy verification,Extinct Burial Mound,Annual agriculture,Annual agriculture,2017-09-12,0,NA,0,0 - No observation,No observation,
9544,Legacy verification,Extinct Burial Mound,Annual agriculture,Annual agriculture,2017-09-12,0,NA,0,0 - No observation,No observation,
9545,Legacy verification,Extinct Burial Mound,Annual agriculture,Annual agriculture,2017-09-12,0,NA,0,0 - No observation,Looting,
9546,Legacy verification,Extinct Burial Mound,Annual agriculture,Annual agriculture,2017-09-12,0,NA,0,0 - No observation,Agriculture,
9547,Legacy verification,Burial Mound,Pasture,Pasture,2017-09-13,25,20,3,3 - damaged,Looting,"grassland,grassland,photo #1-3"
9548,Legacy verification,Burial Mound,Pasture,Pasture,2017-09-13,0,NA,0,0 - No observation,No observation,"grassland,grassland"
9549,Legacy verification,Burial Mound,Pasture,Pasture,2017-09-13,17,15,1,3 - damaged,Agriculture,"grassland,grassland,photo #4"
9550,Legacy verification,Burial Mound,Pasture,Pasture,2017-09-13,30,25,2,3 - damaged,Looting,"grassland,grassland,photo#5-6"
9551,Legacy verification,Burial Mound,Pasture,Pasture,2017-09-13,28,25,2,4 - seriously damaged,Looting,"grassland,grassland,photo#7-11"
9552,Legacy verification,Burial Mound,Pasture,Pasture,2017-09-13,35,30,2.2,3 - damaged,Looting,"grassland,grassland,photo#12-14"
9553,Legacy verification,Burial Mound,Pasture,Pasture,2017-09-13,18,18,1.6,4 - seriously damaged,Looting,"grassland,grassland,photo#15-17"
8345,Legacy verification,Extinct Burial Mound,Other,Other,2017-09-13,0,NA,0,5 - extinct or near extinct,Excavation,"explain in notes,explain in notes"
8346,Legacy verification,Burial Mound,Pasture,Pasture,2017-09-13,21,16,1,2 - minor damage,Post-depositional,"grassland,grassland,#202"
9554,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,2017-09-13,25,25,1.5,4 - seriously damaged,Agriculture,photo#19-24
8129,Legacy verification,Burial Mound,Pasture,Pasture,2017-09-13,30,30,4,3 - damaged,Looting,"grassland,grassland"
8347,Legacy verification,Burial Mound,Pasture,Pasture,2017-09-13,17,NA,1.2,1 - pristine,Post-depositional,"grassland,grassland"
8348,Legacy verification,Burial Mound,Pasture,Pasture,2017-09-13,15,NA,1.5,2 - minor damage,Looting,"grassland,grassland,#204"
8130,Survey,Burial Mound,Pasture,Pasture,2017-09-13,35,30,2.5,3 - damaged,Looting,"grassland,grassland"
8349,Legacy verification,Burial Mound,Pasture,Pasture,2017-09-13,17,NA,1.75,2 - minor damage,Looting,"grassland,grassland,#205"
8350,Legacy verification,Burial Mound,Pasture,Pasture,2017-09-13,18,NA,1.2,2 - minor damage,Post-depositional,"grassland,grassland,#206"
9555,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,2017-09-13,17,15,0.9,3 - damaged,Agriculture,photo#25
8131,Legacy verification,Burial Mound,Pasture,Pasture,2017-09-13,30,25,1.8,4 - seriously damaged,Looting,"grassland,grassland,local hilltop, overlooking Pobeda"
9556,Legacy verification,Surface Scatter,Annual agriculture,Annual agriculture,2017-09-13,200,200,0,2 - minor damage,No observation,photo 26
8351,Legacy verification,Burial Mound,Scrub,Pasture,2017-09-13,30,NA,3,2 - minor damage,Post-depositional,"grassland,#211-213"
9557,Legacy verification,Burial Mound,Perennial agriculture,Perennial agriculture,2017-09-13,17,15,1.6,2 - minor damage,Agriculture,"e.g orchard or vineyard,e.g orchard or vineyard,photo#27"
8132,Legacy verification,Burial Mound,Pasture,Pasture,2017-09-13,35,35,4.5,2 - minor damage,Construction,"grassland,grassland,located in a military base, general allowed us to record it but without taking pictures"
9558,Legacy verification,Burial Mound,Perennial agriculture,Perennial agriculture,2017-09-13,25,24,1.5,3 - damaged,Agriculture,"e.g orchard or vineyard,e.g orchard or vineyard,photo#28-29"
8133,Legacy verification,Burial Mound,Other,Other,2017-09-13,45,40,1,2 - minor damage,Other,"explain in notes,explain in notes,graveyard"
8352,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,2017-09-13,24,NA,1.3,2 - minor damage,Agriculture,#239
8134,Legacy verification,Burial Mound,Pasture,Pasture,2017-09-13,35,30,1.8,3 - damaged,Looting,"grassland,grassland"
8353,Legacy verification,Burial Mound,Annual agriculture,Pasture,2017-09-13,25,NA,3.2,2 - minor damage,Looting,"grassland,local maximum"
9559,Legacy verification,Burial Mound,Annual agriculture,Pasture,2017-09-13,15,15,0.8,3 - damaged,Agriculture,"grassland,photo #30"
8135,Legacy verification,Burial Mound,Pasture,Pasture,2017-09-13,25,13,1,4 - seriously damaged,Looting,"grassland,grassland"
8136,Legacy verification,Burial Mound,Pasture,Pasture,2017-09-13,45,40,1.8,2 - minor damage,Other,"grassland,grassland,mound located on square with point"
9560,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,2017-09-13,40,40,1.3,3 - damaged,Agriculture,photo#31
8354,Legacy verification,Burial Mound,Perennial agriculture,Pasture,2017-09-13,20,NA,1,2 - minor damage,Road cut,"e.g orchard or vineyard,grassland,#241"
8355,Legacy verification,Burial Mound,Perennial agriculture,Scrub,2017-09-13,26,NA,2,2 - minor damage,Other,"e.g orchard or vineyard,#242"
8137,Legacy verification,Burial Mound,Scrub,Pasture,2017-09-13,20,15,0.3,5 - extinct or near extinct,Construction,"grassland,at the edge of a dam full of water"
9561,Legacy verification,Burial Mound,Annual agriculture,Pasture,2017-09-13,35,30,5,3 - damaged,Looting,"grassland,photo #32-35"
8356,Legacy verification,Burial Mound,Perennial agriculture,Pasture,2017-09-13,26,20,2,1 - pristine,Looting,"e.g orchard or vineyard,grassland"
9562,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,2017-09-13,18,14,2,3 - damaged,Looting,photo#36-37
9563,Legacy verification,Other,Pasture,Scrub,2017-09-13,100,90,10,2 - minor damage,Post-depositional,"grassland,photo 38, GPS also taken at the foot of the mound,uncertain height"
8138,Legacy verification,Extinct Burial Mound,Annual agriculture,Annual agriculture,2017-09-13,40,35,0.3,5 - extinct or near extinct,Agriculture,
8357,Legacy verification,Burial Mound,Pasture,Pasture,2017-09-13,32,NA,3,1 - pristine,No observation,"grassland,grassland,#253"
9564,Legacy verification,Burial Mound,Annual agriculture,Scrub,2017-09-13,24,20,1.4,3 - damaged,Post-depositional,photo#39
9565,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,2017-09-13,20,18,0.5,3 - damaged,Agriculture,photo#40
9566,Legacy verification,Burial Mound,Annual agriculture,Pasture,2017-09-13,40,40,6,4 - seriously damaged,Looting,"grassland,photo#41-45"
8139,Legacy verification,Extinct Burial Mound,Annual agriculture,Annual agriculture,2017-09-13,0,0,0,5 - extinct or near extinct,Construction,
8140,Legacy verification,Extinct Burial Mound,Pasture,Pasture,2017-09-13,0,0,0,5 - extinct or near extinct,Construction,"grassland,grassland"
8358,Legacy verification,Extinct Burial Mound,Annual agriculture,Annual agriculture,2017-09-13,0,NA,0,5 - extinct or near extinct,Agriculture,#259-260
9567,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,2017-09-13,18,18,0.8,2 - minor damage,Agriculture,photo 46
8142,Legacy verification,Burial Mound,Pasture,Pasture,2017-09-13,40,35,4,2 - minor damage,Looting,"grassland,grassland"
8359,Legacy verification,Uncertain Mound,Scrub,Pasture,2017-09-13,23,NA,2.5,1 - pristine,Post-depositional,"grassland,#262"
8143,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,2017-09-13,50,50,0.8,4 - seriously damaged,Agriculture,
8144,Survey,Surface Scatter,Annual agriculture,Annual agriculture,2017-09-13,0,0,0,0 - No observation,Agriculture,
9568,Legacy verification,Surface Scatter,Annual agriculture,Annual agriculture,2017-09-13,0,NA,0,0 - No observation,No observation,
9569,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,2017-09-14,18,15,1,3 - damaged,Agriculture,photo#1
9570,Legacy verification,Burial Mound,Annual agriculture,Pasture,2017-09-14,22,20,2.4,2 - minor damage,Agriculture,"grassland,photo#4
white stone spread all over the mound even though there are no RTs visible (40cm ea.)"
9571,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,2017-09-14,25,20,1.5,3 - damaged,Agriculture,photo#5
9572,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,2017-09-14,19,19,0.8,2 - minor damage,Agriculture,photo#7
8360,Survey,Burial Mound,Annual agriculture,Annual agriculture,2017-09-14,40,NA,1.4,3 - damaged,Agriculture,#273
9573,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,2017-09-14,15,15,0.9,2 - minor damage,Agriculture,24 photo
8361,Survey,Burial Mound,Annual agriculture,Annual agriculture,2017-09-14,50,NA,1.2,4 - seriously damaged,Excavation,#274
9574,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,2017-09-14,18,18,2.4,2 - minor damage,Agriculture,photo#27
8145,Legacy verification,Burial Mound,Perennial agriculture,Perennial agriculture,2017-09-14,60,50,3.5,3 - damaged,Agriculture,"e.g orchard or vineyard,e.g orchard or vineyard,along Pleistocene lake"
9575,Legacy verification,Burial Mound,Annual agriculture,Pasture,2017-09-14,27,25,2.6,2 - minor damage,Agriculture,"grassland,photo#30"
9576,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,2017-09-14,17,17,0.5,3 - damaged,Agriculture,photo#32
9577,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,2017-09-14,16,16,0.5,2 - minor damage,Agriculture,photo#33
8146,Legacy verification,Extinct Burial Mound,Annual agriculture,Annual agriculture,2017-09-14,0,NA,0,5 - extinct or near extinct,Agriculture,on the shore of a Pleistocene lake
8362,Legacy verification,Burial Mound,Perennial agriculture,Scrub,2017-09-14,35,NA,3.5,3 - damaged,Road cut,"e.g orchard or vineyard,#275"
8363,Legacy verification,Burial Mound,Perennial agriculture,Scrub,2017-09-14,35,NA,4,1 - pristine,Post-depositional,"e.g orchard or vineyard,#278"
9578,Legacy verification,Extinct Burial Mound,Annual agriculture,Annual agriculture,2017-09-14,0,0,0.2,4 - seriously damaged,Agriculture,photo#37
9579,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,2017-09-14,14,13,0.4,3 - damaged,Agriculture,photo 38
8147,Legacy verification,Burial Mound,Pasture,Pasture,2017-09-14,60,50,3.5,3 - damaged,Agriculture,"grassland,grassland,on the shore of Pleistocene lake"
8364,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,2017-09-14,30,NA,1.4,3 - damaged,Agriculture,#280-282
8365,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,2017-09-14,35,30,1.1,3 - damaged,Agriculture,#283-284
9580,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,2017-09-14,22,20,0.8,2 - minor damage,Agriculture,photo#39
8366,Legacy verification,Burial Mound,Scrub,Scrub,2017-09-14,45,NA,6,2 - minor damage,Excavation,#285-286
8148,Legacy verification,Extinct Burial Mound,Annual agriculture,Annual agriculture,2017-09-14,0,0,0,5 - extinct or near extinct,Agriculture,"on the shore of Pleistocene lake,Looks more like embankment of lake than a burial mound"
8367,Legacy verification,Burial Mound,Scrub,Scrub,2017-09-14,35,30,2.7,2 - minor damage,Construction,#287
9581,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,2017-09-14,15,15,0.4,3 - damaged,Agriculture,photo 43
8368,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,2017-09-14,25,NA,0.5,4 - seriously damaged,Agriculture,#288
8369,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,2017-09-14,25,NA,1.65,3 - damaged,Agriculture,#289
8370,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,2017-09-14,30,NA,1.8,2 - minor damage,Agriculture,#290
8371,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,2017-09-14,33,NA,1.6,3 - damaged,Agriculture,#291
8372,Legacy verification,Burial Mound,Annual agriculture,Scrub,2017-09-14,30,NA,6.5,1 - pristine,Post-depositional,#292
8373,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,2017-09-14,26,NA,1,3 - damaged,Agriculture,#298
8149,Legacy verification,Burial Mound,Annual agriculture,Scrub,2017-09-14,36,30,3,4 - seriously damaged,Looting,
8374,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,2017-09-14,25,NA,1.5,3 - damaged,Agriculture,#300
8375,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,2017-09-14,26,NA,1.3,3 - damaged,Agriculture,#301
9582,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,2017-09-14,18,17,0.4,3 - damaged,Agriculture,photo 45
8376,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,2017-09-14,28,NA,1.45,2 - minor damage,Agriculture,#302-305
8377,Legacy verification,Burial Mound,Annual agriculture,Scrub,2017-09-14,25,NA,3.5,2 - minor damage,Looting,#306-308
9583,Legacy verification,Burial Mound,Urban,Pasture,2017-09-14,14,13,0.6,3 - damaged,Urban development,"in a settlement or surrounded by infrastructure,grassland,photo 50"
8150,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,2017-09-14,60,55,1.5,3 - damaged,Agriculture,
8378,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,2017-09-14,30,NA,1.3,3 - damaged,Agriculture,#309
8379,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,2017-09-14,25,NA,1.3,3 - damaged,Agriculture,#310
8380,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,2017-09-14,18,NA,0.8,4 - seriously damaged,Agriculture,
9584,Legacy verification,Burial Mound,Urban,Pasture,2017-09-14,19,18,2,4 - seriously damaged,Looting,"in a settlement or surrounded by infrastructure,grassland,photo 51,53"
8381,Legacy verification,Extinct Burial Mound,Annual agriculture,Annual agriculture,2017-09-14,0,NA,0,5 - extinct or near extinct,No observation,#312
8151,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,2017-09-14,55,50,0.8,3 - damaged,Agriculture,
9585,Legacy verification,Burial Mound,Scrub,Scrub,2017-09-14,30,30,2.6,4 - seriously damaged,Looting,photo #54-58
8152,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,2017-09-14,40,35,1,4 - seriously damaged,Agriculture,
8153,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,2017-09-14,60,55,0.8,4 - seriously damaged,Agriculture,
8382,Legacy verification,Surface Scatter,Annual agriculture,Annual agriculture,2017-09-14,150,NA,0,3 - damaged,Agriculture,#320-322
8154,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,2017-09-14,60,55,1,4 - seriously damaged,Agriculture,
8383,Survey,Surface Scatter,Annual agriculture,Annual agriculture,2017-09-14,150,NA,0,0 - No observation,Agriculture,#323
8384,Legacy verification,Burial Mound,Scrub,Pasture,2017-09-14,25,NA,2.5,2 - minor damage,Anthropogenic,"grassland,#325"
8385,Legacy verification,Burial Mound,Scrub,Scrub,2017-09-14,30,NA,3,2 - minor damage,Looting,#327
8155,Legacy verification,Extinct Burial Mound,Annual agriculture,Annual agriculture,2017-09-14,0,0,0,5 - extinct or near extinct,Agriculture,
8386,Legacy verification,Extinct Burial Mound,Scrub,Pasture,2017-09-14,30,NA,3,5 - extinct or near extinct,Urban development,"grassland,#328"
8156,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,2017-09-14,60,60,0.8,4 - seriously damaged,Agriculture,
9586,Legacy verification,Burial Mound,Annual agriculture,Pasture,2017-09-15,45,45,7,2 - minor damage,Looting,"grassland,photo #1-2"
9587,Legacy verification,Burial Mound,Annual agriculture,Pasture,2017-09-15,30,30,2,4 - seriously damaged,Agriculture,"grassland,photo #3
west half of mound is cut by road in north west direction and damaged by deep ploughing."
9588,Legacy verification,Burial Mound,Pasture,Pasture,2017-09-15,45,40,7,2 - minor damage,Looting,"grassland,grassland,photo # 4-8"
8387,Legacy verification,Burial Mound,Annual agriculture,Scrub,2017-09-15,33,NA,2.8,2 - minor damage,Looting,#329
8157,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,2017-09-15,40,50,0.8,4 - seriously damaged,Agriculture,
8388,Legacy verification,Uncertain Mound,Annual agriculture,Annual agriculture,2017-09-15,15,NA,0.4,4 - seriously damaged,Agriculture,#330
9589,Legacy verification,Burial Mound,Pasture,Pasture,2017-09-15,15,13,1,2 - minor damage,Post-depositional,"grassland,grassland,photo #9"
8389,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,2017-09-15,28,NA,1,3 - damaged,Agriculture,"#331,333"
9590,Legacy verification,Burial Mound,Pasture,Pasture,2017-09-15,19,18,1.5,2 - minor damage,Post-depositional,"grassland,grassland,photo #10"
8390,Legacy verification,Burial Mound,Annual agriculture,Other,2017-09-15,32,NA,0.8,4 - seriously damaged,Road cut,"explain in notes (dirt road,#334"
8391,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,2017-09-15,35,NA,1.5,3 - damaged,Agriculture,#337
9591,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,2017-09-15,20,20,1.5,2 - minor damage,Agriculture,photo 11
8158,Legacy verification,Burial Mound,Pasture,Pasture,2017-09-15,35,30,1,1 - pristine,No observation,"grassland,grassland"
9592,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,2017-09-15,18,18,1.1,2 - minor damage,Agriculture,photo 12
9593,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,2017-09-15,16,16,0.9,3 - damaged,Agriculture,"photo 13, white limestones scattered around the top of the mound"
8392,Legacy verification,Burial Mound,Annual agriculture,Other,2017-09-15,35,NA,1.2,4 - seriously damaged,Construction,"explain in notes (water canal and field division,local maximum,#340-341"
9594,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,2017-09-15,17,17,0.9,2 - minor damage,Agriculture,photo 14
