TRAP,createdBy,Date,Type,AllNotes,Source,DescriptionOfMoundOrLocale,LU_Around,LU_Top,Latitude,Longitude,Northing,Easting,Accuracy,FacingDirectionForPhoto,HeightMax,DiameterMax,HeightMin,DiameterMin,OtherDimension,AssociatedFeatureOrMaterial,SurfaceMaterialDescription,SampleCollected,ChronologyEstimate,AssociatedFeatureOrMaterialPhoto,Condition,DamageNotes,PrincipalSourceOfImpact,OtherSourcesOfImpact,ArchaeologicalPotential,MostRecentDamageWhat,MostRecentDamageWithin,RTDescription,CommentsAndRecommendations,CRMPhotos,geospatialcolumn
8296,Adela Sobotkova,2018-09-19,Uncertain Feature,277-279,Survey,"fig overgrown patch near 8295, looks like extinct mound, has a large boulder inside,",Annual agriculture,Scrub,42.27744965,26.75567673,4680610.785,479853.8569,3,Northwest,0.5,8,NA,NA,NA,NA,big white ashlar,No,NA,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/AssociatedFeatureOrMaterialPhoto/8296_1.jpg''}}",5 - extinct or near extinct,,Agriculture,NA,5 - none or nearly none,Agriculture,Last year,NA,NA,NA,POINT(479853.856897 4680610.785381)
8297,Adela Sobotkova,2018-09-19,Extinct Burial Mound,"280-281,grassland,narrow lozenge",Survey,lozenge shaped pile of stones possibly from surf.scatter or from mound or field,Annual agriculture,Pasture,42.27687329,26.75588063,4680546.741,479870.4867,3,West,0.5,12,NA,8,NA,Artefact scatter,loose RM fineware fragments,No,NA,NA,5 - extinct or near extinct,,Agriculture,NA,5 - none or nearly none,Agriculture,Last year,"NA",NA,NA,POINT(479870.486744 4680546.740831)
8298,Adela Sobotkova,2018-09-19,Extinct Burial Mound,283,Survey,little bump in the ground NW of 8295large mnd,Annual agriculture,Annual agriculture,42.27694727,26.75532844,4680555.086,479824.9776,3,North,0.3,8,NA,NA,NA,NA,NA,No,NA,NA,5 - extinct or near extinct,,Agriculture,NA,5 - none or nearly none,Agriculture,Last year,"NA",NA,NA,POINT(479824.977564 4680555.086205)
9698,Petra Janouchova,2018-09-19,Burial Mound,"ext 993,994 (deleted), delete one of them",Legacy verification,"overgrown with dense vegetation, 2x RTs present; Dabovska Mogila; elevation point",Scrub,Scrub,42.22898471,26.79029882,4675221.927,482695.4457,3,South,5,60,4,55,NA,NA,NA,No,NA,NA,3 - damaged,,Looting,"vegetative overgrowth, agriculture around",3 - impaired,Looting,Unknown,"01,rectangle,6,1.5,0.6,manually excavated trench;02,undrawable due to dense vegetation","ext 992, pic of rt area","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/9698_1.jpg''}}",POINT(482695.445733 4675221.927167)
8299,Adela Sobotkova,2018-09-19,Burial Mound,"288-296; gps taken 10 m to NW at the foot of the mound, image points to mound top; 317 exterior picture",Legacy verification,"deep in the forest, has geodetic or some milestone on top looks different than the others",Annual agriculture,Forest,42.26912736,26.7574501,4679686.308,479997.452,3,Southeast,5,NA,NA,NA,NA,NA,NA,No,NA,NA,2 - minor damage,"grown tree roots likely contaminated and disrupted the mound),tree roots)",Looting,"erosion, animal activities",2 - good,Looting,Last month,"01,round,1,1,manual clear;02,round,1,1,clear;03,1,1,sharp edges;04, rect,2,1,0.8,old but clear;05,round,0.5,0.5,fox burrow under marker","difficult access, top disturbed by shallow RTs and animals","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/8299_1.jpg''}}",POINT(479997.451956 4679686.3077)
9699,Petra Janouchova,2018-09-19,Burial Mound,"ext 996,997,sunflower field,close to valley bottom/plain,overgrown, hard to measure, check satellite",Legacy verification,"dense scrub, RTs present,",Annual agriculture,Scrub,42.23261748,26.78070601,4675627.278,481904.8839,3,Southwest,2.5,30,2,25,NA,NA,NA,No,NA,NA,3 - damaged,,Looting,"dense vegetative overgrowth, annual agricultural land use (possibly)",3 - impaired,Looting,Unknown,"01,L-shape,6,3,0.5,manually excavated RT filled with rubbish and backfill;02,curved rectangle,4,4,1.5,manually excavated deep trench on top of mound above burial chamber (stones possibly belonging to burial chamber are present)",ext 995,NA,POINT(481904.88393 4675627.277845)
8700,Adela Sobotkova,2018-09-19,Burial Mound,299-306; 318-319 view to south west from mound,Legacy verification,"large mound in scrub next to forest mound, partially robbed",Scrub,Scrub,42.26914752,26.75671886,4679688.718,479937.1549,3,Southwest,4,30,NA,NA,NA,NA,NA,No,NA,NA,4 - seriously damaged,,Looting,NA,3 - impaired,Looting,Last year,"01,rect,3,1.2,1.7,fresh clear cut;02,round,5,3, old scrubby;03,rect,2,2,3,fresh deep on S slope with two tunnels with stones;04,rect,2,2,2,fresh",NA,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/8700_1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/8700_2.jpg''}}",POINT(479937.154948 4679688.718)
9700,Petra Janouchova,2018-09-19,Surface Scatter,"ext 002-006,grassland",Survey,"scattered pottery sherds architectural, possibly Roman village",Annual agriculture,Pasture,42.2313518,26.7841272,4675486.025,482186.8287,3,West,0,500,NA,NA,see satellite for accurate dimensions (Bara),NA,pot sherds,Yes,NA,NA,0 - No observation,,No observation,NA,No observation,Not available,No observation,NA,NA,NA,POINT(482186.828662 4675486.024769)
9701,Petra Janouchova,2018-09-19,Burial Mound,"ext 013,014",Local informant,"overgrown mound where robbers found a horse with carriage, robbed",Pasture,Scrub,42.23130377,26.78259998,4675481.012,482060.7936,3,West,0,20,NA,20,NA,NA,NA,No,NA,NA,5 - extinct or near extinct,,Looting,vegetative overgrowth,5 - none or nearly none,Looting,Unknown,"01,uncertain shape,3,3,0,manually excavated trench that has been closed in",NA,NA,POINT(482060.793623 4675481.011519)
8701,Adela Sobotkova,2018-09-19,Burial Mound,340-341,Legacy verification,"dry stone mound inside a scrub island in sunflower field northwest of Kamen varch, with geodetic marker on top",Annual agriculture,Scrub,42.26624145,26.76523018,4679364.076,480638.1753,3,North,1.2,15,NA,NA,NA,NA,NA,No,NA,NA,3 - damaged,,Looting,geodetic marker,3 - impaired,Looting,Last month,"01,round,1,1,fresh stony profile",NA,NA,POINT(480638.175289 4679364.075524)
9702,Petra Janouchova,2018-09-19,Uncertain Feature,"ext 016,017, ext 018 facing w with possible extinct mound not on the map",Survey,possible destroyed mound,Pasture,Scrub,42.23772083,26.79180738,4676191.623,482822.3015,3,Northwest,1.5,20,NA,NA,NA,NA,NA,No,NA,NA,3 - damaged,"vegetation overgrowth),specify in Annotation (vegetation overgrowth)",Post-depositional,NA,4 - minimal,Other,Unknown,NA,NA,NA,POINT(482822.301515 4676191.623473)
9703,Petra Janouchova,2018-09-19,Burial Mound,"ext 32,33",Survey,NA,Annual agriculture,Scrub,42.24559243,26.78305738,4677067.437,482102.5745,3,Southwest,0.5,30,0.5,20,NA,NA,NA,No,NA,NA,2 - minor damage,,Animal activity,NA,2 - good,Agriculture,Unknown,none visible,NA,NA,POINT(482102.574481 4677067.436912)
8702,Adela Sobotkova,2018-09-19,Burial Mound,344,Legacy verification,NA,Annual agriculture,Scrub,42.25883871,26.77366314,4678540.237,481331.471,3,Southeast,2,20,NA,NA,NA,NA,NA,No,NA,NA,0 - No observation,overgrown so hard to tell,Post-depositional,vegetation,No observation,Post-depositional,Last year,NA,NA,NA,POINT(481331.470971 4678540.237396)
8703,Adela Sobotkova,2018-09-19,Burial Mound,"345,grassland",Legacy verification,low mound overgrown with scrubby grass,Annual agriculture,Pasture,42.2517658,26.77260946,4677755.136,481242.4669,3,Southwest,1.7,16,NA,NA,NA,NA,NA,No,NA,NA,1 - pristine,,Post-depositional,NA,2 - good,Agriculture,Last year,NA,NA,NA,POINT(481242.466863 4677755.136157)
8704,Adela Sobotkova,2018-09-19,Burial Mound,346,Survey,small round mound in a patch of grass and scrub,Annual agriculture,Scrub,42.25194714,26.77300556,4677775.184,481275.1946,3,North,1.1,8,NA,NA,NA,NA,NA,No,NA,NA,2 - minor damage,the mound is so small there''s hardly any potential for archaeological investigation),Agriculture,NA,3 - impaired,Agriculture,Last week,NA,NA,NA,POINT(481275.194559 4677775.183703)
9704,Petra Janouchova,2018-09-19,Extinct Burial Mound,ext 045,Legacy verification,"overgrown with dense forest, possible RT present",Forest,Forest,42.25865993,26.83755652,4678508.363,486601.4356,3,North,0,0,NA,NA,indefinable due to forest overgrowth,NA,NA,No,NA,NA,5 - extinct or near extinct,"forest overgrowth),specify in Annotation (forest)",Post-depositional,NA,5 - none or nearly none,Other,Unknown,"01,rectangle,2,0.5,0.4,manually excavated shallow trench",ext 46,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/9704_1.jpg''}}",POINT(486601.435615 4678508.363325)
9705,Petra Janouchova,2018-09-19,Extinct Burial Mound,ext 047,Legacy verification,"completely destroyed and overgrown with dense vegetation scrub, trees",Scrub,Forest,42.2534422,26.85673089,4677926.181,488181.9902,3,Northwest,0,0,NA,NA,NA,NA,NA,No,NA,NA,5 - extinct or near extinct,"vegetation overgrowth),specify in Annotation)",Post-depositional,NA,5 - none or nearly none,Other,Unknown,NA,NA,NA,POINT(488181.990221 4677926.180998)
8542,Bara Weissova,2018-09-20,Burial Mound,,Legacy verification,"in the slope E of the symbol on map, overgrown and looted",Pasture,Scrub,42.16186835,26.82359679,4667763.594,485427.7865,3,East,2,20,1.5,18,NA,NA,NA,No,NA,NA,3 - damaged,,Looting,"bioturbation, erosion, geodetic point on top",3 - impaired,Looting,Unknown,"01,2,1.5,0.6, West",NA,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/8542_1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/8542_2.jpg''}}",POINT(485427.786486 4667763.594153)
9802,Amy Tanswell,2018-09-20,Tell,,Survey,Destroyed prehistoric settlement mound in agricultural fields in the valley area southwest of modern Bolyarovo,Annual agriculture,Annual agriculture,42.14457873,26.79904761,4665848.377,483395.323,3,Northeast,0.01,NA,NA,NA,NA,"Artefact scatter (Chalcolithic site to the north east of GPS # 12, pottery fragments from hand-made pottery were found, some of which belong to the late Neolithic period (southern edge). In the southern section of the site, wheel-made pottery from the Antique period was found. Other finds included daub, modern tile and brick.)",harrowed field (10-20cm deep),Yes (Bolyarovo 1),NA,NA,0 - No observation,,Agriculture,NA,No observation,Agriculture,Unknown,NA,NA,NA,POINT(483395.323006 4665848.377075)
8543,Bara Weissova,2018-09-20,Burial Mound,,Legacy verification,"robbed with heaps of AC taken out of a large RT, remains of burial chamber in RT",Pasture,Scrub,42.17716372,26.87876722,4669453.927,489987.6863,3,South,2.5,30,NA,30,NA,Artefact scatter,"AC, slag, 1m under srfc a line of stones and AC in the profile, various types of stones represented",Yes,NA,NA,4 - seriously damaged,,Looting,NA,4 - minimal,Looting,Last year,"01, rect, 5,2,2, top to S",NA,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/8543_1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/8543_2.jpg''}, ''3'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/8543_3.jpg''}}",POINT(489987.686254 4669453.926845)
9803,Amy Tanswell,2018-09-20,Surface Scatter,"Open air settlement from antique period, situated in agricultural fields on the south bank of Popovska river,Site is very close to antique finds from 9802 â€“ possibly from the same settlement",Survey,NA,Annual agriculture,Annual agriculture,42.14338119,26.80197359,4665714.847,483636.7886,3,South,NA,NA,NA,NA,NA,"Artefact scatter (many fragments wheel-made pottery, and a lot of tiles, brick and daub (architectural pottery). )",NA,Yes (Bolyarovo 2),NA,NA,0 - No observation,,Agriculture,NA,No observation,Agriculture,Unknown,NA,NA,NA,POINT(483636.78863 4665714.847273)
8544,Bara Weissova,2018-09-20,Burial Mound,,Legacy verification,in the midst of a sunflower field,Annual agriculture,Scrub,42.17820954,26.90058231,4669567.717,491789.4759,3,Southeast,1,30,NA,20,NA,NA,NA,No,NA,NA,2 - minor damage,,Agriculture,bioturbation,2 - good,Agriculture,Last month,NA,NA,NA,POINT(491789.475921 4669567.716887)
8545,Bara Weissova,2018-09-20,Extinct Burial Mound,,Survey,stony area overgrown with bushes in the midst of a ploughed field,Annual agriculture,Scrub,42.17729415,26.90208923,4669465.935,491913.8105,3,West,1,20,NA,15,NA,NA,stones,No,NA,NA,5 - extinct or near extinct,,Agriculture,possibly looted,5 - none or nearly none,Agriculture,Last month,NA,NA,NA,POINT(491913.810549 4669465.935452)
9804,Amy Tanswell,2018-09-20,Burial Mound,"148, 149,grassland (Scrub patch in centre of ploughed field",Legacy verification,NA,Annual agriculture,Pasture,42.13435975,26.80594289,4664712.429,483962.501,3,East,1.5,15,NA,NA,NA,NA,NA,No,NA,NA,1 - pristine,,Post-depositional,possibly agriculture,1 - full,Not available,Not relevant,NA,NA,NA,POINT(483962.50101 4664712.428982)
8546,Bara Weissova,2018-09-20,Burial Mound,,Legacy verification,NA,Pasture,Forest,42.20259695,26.86465356,4672279.596,488826.554,3,Northwest,0.5,10,NA,NA,NA,Other,"quartz stones on the top, kamenen kozhuch ?",No,NA,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/AssociatedFeatureOrMaterialPhoto/8546_1.jpg''}}",5 - extinct or near extinct,,Looting,agriculture,4 - minimal,Agriculture,Last year,NA,NA,NA,POINT(488826.553991 4672279.595748)
9805,Amy Tanswell,2018-09-20,Surface Scatter,,Survey,Open-air settlement situated in an agricultural field on the south bank of the Popovska River.,Annual agriculture,Annual agriculture,42.13512266,26.81458978,4664795.548,484677.2916,3,Southwest,0.01,NA,NA,NA,NA,"Artefact scatter AC (North end); small amount of pottery (South), more concentrated at South end (Wheel made pottery, brick, and tile fragments)",harrowed,Yes (Bolyarovo 3),NA,NA,0 - No observation,,Agriculture,NA,No observation,No observation,No observation,NA,NA,NA,POINT(484677.291641 4664795.548386)
8547,Bara Weissova,2018-09-20,Burial Mound,,Legacy verification,seems to be only ploughed over but then we encountered a filled in RT with heaps of AC on top,Annual agriculture,Annual agriculture,42.19691648,26.85248099,4671650.544,487820.5637,3,Northeast,3,45,NA,NA,NA,NA,heaps of AC above covered RT,Yes,NA,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/AssociatedFeatureOrMaterialPhoto/8547_1.jpg''}}",4 - seriously damaged,,Looting,agriculture,4 - minimal,Looting,Last week,"01, oval, 2.5,3, no measurable depth",filled in with earth,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/8547_1.jpg''}}",POINT(487820.563747 4671650.544228)
8548,Bara Weissova,2018-09-20,Burial Mound,grassland,Legacy verification,"in a farm with cows behind electric fence, the only visible damage are four concrete poles on top for electricity",Pasture,Pasture,42.20163868,26.8270966,4672178.799,485725.8452,3,Southeast,5,45,NA,NA,NA,NA,NA,No,NA,NA,2 - minor damage,,Construction,NA,2 - good,Urban development,Unknown,"no RT, but 4 poles for electric pole",NA,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/8548_1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/8548_2.jpg''}}",POINT(485725.845229 4672178.799276)
8549,Bara Weissova,2018-09-21,Burial Mound,grassland,Legacy verification,"no RT but geodetic point lying NE of the mound, most likely dug out and refilled",Pasture,Pasture,42.26883176,26.89859555,4679629.987,491637.365,3,Southwest,1.6,30,NA,25,NA,Other,stones around,No,NA,NA,3 - damaged,,Looting,NA,4 - minimal,Looting,Unknown,NA,no Rt on the mound but huge hole next to it,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/8549_1.jpg''}}",POINT(491637.364979 4679629.986665)
8550,Bara Weissova,2018-09-21,Burial Mound,grassland,Legacy verification,"between two fields, entirely dug out and shifted to the SW",Annual agriculture,Pasture,42.26990209,26.90784131,4679747.963,492399.9741,3,East,0.5,20,NA,18,NA,Other,stones from burial,No,NA,NA,4 - seriously damaged,,Looting,NA,4 - minimal,Looting,Unknown,"02, 3.5,3.5,1",pile of stones N,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/8550_1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/8550_2.jpg''}}",POINT(492399.974072 4679747.962835)
9806,Elissa SinClair,2018-09-21,Surface Scatter,"156-159 (site can also be seen in background of photo 161),Hilltop, extending onto the upperslope",Survey,"Situated on a slope and extending uphill just north of the Popovska River left bank, it occupied a fairly prominent hilltop position.",Annual agriculture,Annual agriculture,42.16917061,26.81852701,4668575.258,485010.7095,3,No Observation,NA,NA,NA,NA,(230 up the hill and 200m along the contour),"Artefact scatter (medieval pottery fragments, all wheel made, and some of which have glazing. also some broken brick)",(agricultural scrub (not ploughed)),Yes (Bolyarovo_05),(11th-12th Century (glaze)),NA,0 - No observation,,Anthropogenic,NA,No observation,Unknown,Unknown,NA,NA,NA,POINT(485010.70945 4668575.257837)
8551,Bara Weissova,2018-09-21,Burial Mound,,Legacy verification,"in the mountains, entirely robbed, tree in the E RT, hugging stones from the chamber",Pasture,Scrub,42.27234685,26.95189041,4680016.424,496032.7126,3,West,1.5,30,NA,30,NA,Other,stones around and in RT''s,No,NA,NA,4 - seriously damaged,,Looting,NA,4 - minimal,Looting,Unknown,"01,irr,3.5,2,1.5, E; 02,square,1.5,1.5,0.6, W",NA,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/8551_1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/8551_2.jpg''}}",POINT(496032.712552 4680016.42422)
9807,Elissa SinClair,2018-09-21,Surface Scatter,"160-161,Some forest in river valley,,primarily deeply ploughed agricultural fields",Survey,"agricultural field on the south bank of Popovska River, directly across the river from the #9806 site. The two sites face each other each and differ only in relative prominence and elevation, with 9806 being west and on higher ground and #9807 east and lower ground",Annual agriculture,Annual agriculture,42.16917061,26.81852701,4668575.258,485010.7095,3,No Observation,NA,NA,NA,NA,NA,"Artefact scatter (On the south face, 9807 finds include wheel-made and hand-made pottery, both from the antique period. Majority of the finds are handle-fragments)",(Deeply Harrowed fields),Yes (Bolyarovo_07),(Antique),NA,0 - No observation,,Anthropogenic,NA,No observation,Unknown,Unknown,NA,NA,NA,POINT(485010.70945 4668575.257837)
8552,Bara Weissova,2018-09-21,Extinct Burial Mound,,Legacy verification,"large trench in the forest instead of a mound, white spot detected in the trench",Forest,Forest,42.24285125,26.90827415,4676744.365,492432.4355,3,North,0,0,NA,NA,NA,Other,white mortar,No,NA,NA,5 - extinct or near extinct,,Construction,looting - maybe,5 - none or nearly none,Urban development,Unknown,NA,NA,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/8552_1.jpg''}}",POINT(492432.435512 4676744.365382)
8553,Bara Weissova,2018-09-21,Burial Mound,,Legacy verification,"in a deep forest, entirely dug out",Forest,Forest,42.2403361,26.89069197,4676466.811,490981.5127,3,West,0,20,NA,NA,NA,NA,NA,No,NA,NA,5 - extinct or near extinct,,Looting,NA,5 - none or nearly none,Looting,Unknown,"01,T shape, 8,4,1.5; 02, irr,2.5,5,1.5",NA,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/8553_1.jpg''}}",POINT(490981.512707 4676466.81079)
9706,Petra Janouchova,2018-09-25,Burial Mound,"ext 271, 272,grassland",Legacy verification,NA,Pasture,Pasture,42.12967487,26.96727949,4664174.558,497295.6735,3,East,1,25,NA,NA,NA,NA,NA,No,NA,NA,3 - damaged,,Agriculture,RT seems to be filled back again with agriculturist activities,3 - impaired,Agriculture,Unknown,"01 irregular,2,1,0.4",ext 270,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/9706_1.jpg''}}",POINT(497295.673515 4664174.558034)
8554,Verka Dolezalkova,2018-09-25,Burial Mound,942,Legacy verification,mound in forest with rectangular RT on top and circled with an RT,Forest,Forest,42.14899219,26.8524522,4666329.406,487808.9873,3,East,1.5,30,NA,NA,NA,NA,NA,No,NA,NA,3 - damaged,,Looting,military activity,3 - impaired,Looting,Unknown,"01,rectangular,2.5,1.5,0.8,artificial",ext 939-941 and 943 for surrounding trench,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/8554_1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/8554_2.jpg''}}",POINT(487808.987298 4666329.406232)
9707,Petra Janouchova,2018-09-25,Burial Mound,"ext. 274, 275",Legacy verification,NA,Forest,Forest,42.12793082,26.96800908,4663980.891,497355.9018,3,North,2.5,25,NA,25,NA,NA,NA,No,NA,NA,3 - damaged,,Looting,NA,3 - impaired,Looting,Unknown,"01, rectangle, 10,2,0.5","ext 273, from w side to the top ditch filled in with soil","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/9707_1.jpg''}}",POINT(497355.901754 4663980.891272)
8555,Verka Dolezalkova,2018-09-25,Other,944,Legacy verification,geodetic point. 1935 marked,Forest,Forest,42.14835525,26.84979782,4666259.069,487589.5471,3,Other,0,0,NA,NA,NA,NA,NA,No,NA,NA,0 - No observation,not necessary to record,No observation,NA,No observation,Not available,Unknown,NA,NA,NA,POINT(487589.54711 4666259.068558)
9708,Petra Janouchova,2018-09-25,Burial Mound,"ext 276, 277, 278 overview west, three low mounds next to each other",Survey,"two mounds next to legacy point, possibly necropolis?",Annual agriculture,Annual agriculture,42.12655672,26.96801105,4663828.323,497356.0068,3,West,0.5,20,NA,20,NA,NA,NA,No,NA,NA,4 - seriously damaged,,Agriculture,NA,4 - minimal,Agriculture,Unknown,NA,NA,NA,POINT(497356.006794 4663828.323398)
8556,Verka Dolezalkova,2018-09-25,Burial Mound,945-946,Legacy verification,almost extinct burial mound with very old RTs and animal burrows on top,Forest,Forest,42.15266701,26.84666332,4666738.27,487331.4186,3,South,0.5,15,NA,NA,NA,NA,NA,No,NA,NA,4 - seriously damaged,,Looting,animal activity,4 - minimal,Animal activity,Unknown,"01,oval,2.5,2,0.4;02,oval,2,2,0.4;03,rectangular,2,1,0.6","947-950, 3 very old and shallow RTs.","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/8556_1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/8556_2.jpg''}, ''3'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/8556_3.jpg''}, ''4'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/8556_4.jpg''}}",POINT(487331.418606 4666738.270432)
9709,Petra Janouchova,2018-09-25,Burial Mound,"ext 279,280",Survey,one of three mounds next to legacy,Annual agriculture,Annual agriculture,42.12646514,26.9677187,4663818.164,497331.8397,3,West,0.5,25,NA,NA,NA,Loose artefacts,pottery sherds,Yes,Roman,NA,4 - seriously damaged,,Agriculture,maybe looted ?,4 - minimal,Agriculture,Unknown,NA,NA,NA,POINT(497331.839726 4663818.163691)
9710,Petra Janouchova,2018-09-25,Extinct Burial Mound,"ext 282,283",Survey,NA,Scrub,Annual agriculture,42.12594525,26.96698901,4663760.463,497271.506,3,East,0,0,NA,NA,NA,NA,NA,No,NA,NA,5 - extinct or near extinct,,Looting,agriculture,5 - none or nearly none,Looting,Unknown,"01, rect, 2,3,0.8","ext 281, possibly robbed mound or carriage","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/9710_1.jpg''}}",POINT(497271.505964 4663760.46332)
8557,Verka Dolezalkova,2018-09-25,Burial Mound,"grassland (mound itself is not covered with trees but surrounded by them at the foot of the mound outwards, and the top is long grass",Legacy verification,"very large burial mound in forest. three large RTs on top, where the larger back RT is back filled and full of animal burrows",Forest,Pasture,42.15445282,26.84737053,4666936.448,487390.2021,3,South,4,45,NA,NA,NA,NA,NA,No,NA,NA,3 - damaged,,Looting,animal activity,3 - impaired,Looting,Unknown,"01,square,3,3,0.6,back,filled;02,oval,4,4,0.2;03,rectangular,2,1.5,0.3",animal burrows in RTs. ext #951-953,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/8557_1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/8557_2a.jpg''}, ''3'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/8557_3a.jpg''}, ''4'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/8557_4a.jpg''}}",POINT(487390.202075 4666936.44765)
9711,Petra Janouchova,2018-09-25,Extinct Burial Mound,"ext 284,285",Survey,NA,Annual agriculture,Scrub,42.12540605,26.96814968,4663700.559,497367.418,3,North,0,0,NA,NA,NA,NA,NA,No,NA,NA,5 - extinct or near extinct,,Looting,NA,5 - none or nearly none,Looting,Unknown,NA,"unmeasurable, overgrown",NA,POINT(497367.417981 4663700.55862)
9712,Petra Janouchova,2018-09-25,Extinct Burial Mound,"ext 286,287",Survey,NA,Annual agriculture,Scrub,42.12529131,26.96756904,4663687.836,497319.4201,3,North,0,0,NA,NA,NA,NA,NA,No,NA,NA,5 - extinct or near extinct,,Looting,NA,5 - none or nearly none,Looting,Unknown,NA,"unmeasurable overgrown, possible rt inside",NA,POINT(497319.420101 4663687.836295)
9713,Petra Janouchova,2018-09-25,Burial Mound,"ext 288,289",Survey,NA,Forest,Annual agriculture,42.12477456,26.96881722,4663630.422,497422.5677,3,North,3,25,NA,20,NA,NA,NA,No,NA,NA,2 - minor damage,,Animal activity,NA,2 - good,Not available,Unknown,NA,"stones around, extensive scrub west of the mound, RT not visible, tall trees on the top",NA,POINT(497422.567745 4663630.422431)
9714,Petra Janouchova,2018-09-25,Burial Mound,ext 297,Legacy verification,"in a forest, entirely looted",Forest,Forest,42.12625349,26.97118501,4663794.561,497618.3338,3,Southwest,1,20,NA,NA,NA,Other,stones,No,NA,NA,4 - seriously damaged,,Looting,ditch,4 - minimal,Looting,Unknown,"01, irr top, 5,2,1; 02, ditch, 3,x,1","ditch goes through in W - E direction, width 3, depth 1, top N taken by RT 5 x 2 x 1, kamenen kozhuch","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/9714_1.jpg''}}",POINT(497618.333811 4663794.561059)
9715,Petra Janouchova,2018-09-25,Burial Mound,"ext 298,299",Legacy verification,NA,Pasture,Scrub,42.13041754,26.96376466,4664257.135,497005.2106,3,South,1,30,NA,25,NA,NA,NA,No,NA,NA,3 - damaged,,Agriculture,NA,3 - impaired,Agriculture,Unknown,NA,"loose stones on the top, no rt visible",NA,POINT(497005.210638 4664257.135011)
8558,Verka Dolezalkova,2018-09-25,Burial Mound,"956-957,grassland",Legacy verification,"very low mound with pasture, scrub and trees on it, with agriculture around it, between two roads and on the outskirts of the town",Annual agriculture,Pasture,42.14963372,26.87099376,4666398.155,489341.0757,3,North,1.8,25,NA,NA,NA,NA,NA,No,NA,NA,2 - minor damage,,Urban development,next to the village,2 - good,Urban development,Unknown,NA,NA,NA,POINT(489341.075698 4666398.155386)
