"","TRAP","Source","Type","LU_Around","LU_Top","Date","DiameterMax","DiameterMin","HeightMax","Condition","PrincipalSourceOfImpact"
"492",9509,"Legacy verification","Burial Mound","Pasture","Pasture",NA,"17",10,"0.3","5 - extinct or near extinct","Looting"
"493",8100,"Legacy verification","Burial Mound","Pasture","Pasture",NA,"35",NA,"4","2 - minor damage","Looting"
"494",9510,"Legacy verification","Burial Mound","Pasture","Pasture",NA,"20",16,"3","2 - minor damage","Animal activity"
"495",9511,"Legacy verification","Burial Mound","Pasture","Pasture",NA,"17",14,"2","4 - seriously damaged","Looting"
"496",9512,"Legacy verification","Burial Mound","Pasture","Pasture",NA,"20",14.5,"1.2","4 - seriously damaged","Looting"
"497",8101,"Legacy verification","Burial Mound","Pasture","Pasture",NA,"12",10,"0.5","5 - extinct or near extinct","Looting"
"498",8102,"Legacy verification","Burial Mound","Scrub","Scrub",NA,"20",15,"0.5","5 - extinct or near extinct","Excavation"
"499",8300,"Legacy verification","Extinct Burial Mound","Annual agriculture","Scrub",NA,"15",11,"0.5","5 - extinct or near extinct","Agriculture"
"500",9513,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"28",21,"2","3 - damaged","Agriculture"
"501",8301,"Legacy verification","Burial Mound","Annual agriculture","Scrub",NA,"17",12,"2.3","2 - minor damage","Post-depositional"
"502",8103,"Legacy verification","Extinct Burial Mound","Scrub","Scrub",NA,"0",0,"0","5 - extinct or near extinct","No observation"
"503",8104,"Legacy verification","Uncertain Mound","Scrub","Scrub",NA,"0",0,"0","5 - extinct or near extinct","No observation"
"504",8302,"Legacy verification","Burial Mound","Scrub","Scrub",NA,"15",NA,"1.5","0 - No observation","Other"
"505",8105,"Legacy verification","Uncertain Mound","Forest","Forest",NA,"15",10,"3","1 - pristine","No observation"
"506",9514,"Survey","Uncertain Mound","Scrub","Scrub",NA,"11",8,"1.5","4 - seriously damaged","Looting"
"507",8303,"Legacy verification","Burial Mound","Perennial agriculture","Pasture",NA,"22",NA,"2.7","1 - pristine","Agriculture"
"508",9515,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"40",42,"1.6","3 - damaged","Agriculture"
"509",8304,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"13",12,"1.4","3 - damaged","Agriculture"
"510",8106,"Legacy verification","Burial Mound","Annual agriculture","Perennial agriculture",NA,"55",50,"1.5","3 - damaged","Agriculture"
"511",8305,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"22",16,"0.7","3 - damaged","Agriculture"
"512",9516,"Legacy verification","Uncertain Mound","Annual agriculture","Scrub",NA,"14",8,"1","3 - damaged","Agriculture"
"513",8306,"Legacy verification","Burial Mound","Annual agriculture","Scrub",NA,"22",7,"1","4 - seriously damaged","Agriculture"
"514",8107,"Legacy verification","Burial Mound","Annual agriculture","Scrub",NA,"20",11,"0.3","4 - seriously damaged","Looting"
"515",9517,"Legacy verification","Burial Mound","Annual agriculture","Pasture",NA,"25",20,"1","4 - seriously damaged","Agriculture"
"516",8108,"Legacy verification","Extinct Burial Mound","Scrub","Scrub",NA,"0",0,"0","5 - extinct or near extinct","Looting"
"517",9518,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"35",30,"0.9","3 - damaged","Agriculture"
"518",8109,"Survey","Extinct Burial Mound","Annual agriculture","Scrub",NA,"20",12,"0.2","5 - extinct or near extinct","Looting"
"519",8307,"Legacy verification","Extinct Burial Mound","Other","Other",NA,"35",30,"0.5","5 - extinct or near extinct","Agriculture"
"520",8308,"Survey","Uncertain Mound","Other","Other",NA,"15",12,"0.5","5 - extinct or near extinct","Agriculture"
"521",9519,"Legacy verification","Burial Mound","Annual agriculture","Pasture",NA,"28",25,"1.8","4 - seriously damaged","Looting"
"522",8309,"Legacy verification","Burial Mound","Annual agriculture","Scrub",NA,"18",10,"1","5 - extinct or near extinct","Looting"
"523",8110,"Survey","Burial Mound","Annual agriculture","Annual agriculture",NA,"35",40,"1.8","3 - damaged","Agriculture"
"524",8310,"Survey","Uncertain Mound","Annual agriculture","Scrub",NA,"25",25,"1","4 - seriously damaged","Excavation"
"525",9520,"Legacy verification","Burial Mound","Pasture","Pasture",NA,"15",12,"0.5","4 - seriously damaged","Looting"
"526",8111,"Legacy verification","Burial Mound","Pasture","Pasture",NA,"25",22,"2.3","2 - minor damage","Animal activity"
"527",8311,"Survey","Uncertain Mound","Annual agriculture","Scrub",NA,"20",19,"0.3","5 - extinct or near extinct","Other"
"528",9521,"Legacy verification","Burial Mound","Pasture","Pasture",NA,"18",16,"1.4","4 - seriously damaged","Looting"
"529",8312,"Survey","Uncertain Mound","Annual agriculture","Scrub",NA,"10",8,"0.4","5 - extinct or near extinct","Agriculture"
"530",8313,"Survey","Uncertain Mound","Annual agriculture","Scrub",NA,"16",13,"1.2","5 - extinct or near extinct","Agriculture"
"531",8112,"Legacy verification","Burial Mound","Pasture","Pasture",NA,"25",25,"1.5","2 - minor damage","Looting"
"532",8314,"Survey","Uncertain Mound","Annual agriculture","Scrub",NA,"22",15,"0.5","5 - extinct or near extinct","Agriculture"
"533",9522,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"55",50,"1.9","4 - seriously damaged","Looting"
"534",8113,"Legacy verification","Burial Mound","Scrub","Scrub",NA,"30",30,"1","1 - pristine","No observation"
"535",8315,"Survey","Uncertain Mound","Annual agriculture","Scrub",NA,"25",19,"0.5","5 - extinct or near extinct","Agriculture"
"536",9523,"Legacy verification","Burial Mound","Pasture","Scrub",NA,"33",30,"3","2 - minor damage","Post-depositional"
"537",8114,"Legacy verification","Burial Mound","Scrub","Scrub",NA,"40",25,"1","4 - seriously damaged","Looting"
"538",8316,"Legacy verification","Burial Mound","Perennial agriculture","Scrub",NA,"25",20,"2.3","2 - minor damage","Looting"
"539",8115,"Legacy verification","Burial Mound","Scrub","Pasture",NA,"30",10,"2","2 - minor damage","Looting"
"540",8317,"Legacy verification","Burial Mound","Scrub","Scrub",NA,"36",NA,"3","4 - seriously damaged","Looting"
"541",9524,"Legacy verification","Burial Mound","Scrub","Scrub",NA,"25",28,"1.8","4 - seriously damaged","Looting"
"542",8116,"Survey","Uncertain Mound","Scrub","Scrub",NA,"40",40,"0.2","5 - extinct or near extinct","Looting"
"543",9525,"Legacy verification","Burial Mound","Pasture","Pasture",NA,"35",30,"2","4 - seriously damaged","Looting"
"544",9526,"Legacy verification","Burial Mound","Pasture","Pasture",NA,"40",35,"2.3","1 - pristine","No observation"
"545",8318,"Survey","Uncertain Mound","Scrub","Other",NA,"10",8,"0.5","5 - extinct or near extinct","Other"
"546",9527,"Legacy verification","Burial Mound","Pasture","Pasture",NA,"30",25,"1.2","4 - seriously damaged","Looting"
"547",8319,"Legacy verification","Burial Mound","Scrub","Scrub",NA,"16",11,"1.7","4 - seriously damaged","Looting"
"548",9528,"Legacy verification","Burial Mound","Pasture","Pasture",NA,"40",35,"1.9","2 - minor damage","Looting"
"549",9529,"Legacy verification","Burial Mound","Pasture","Pasture",NA,"30",25,"1.9","4 - seriously damaged","Looting"
"550",8320,"Survey","Uncertain Mound","Scrub","Scrub",NA,"16",9,"0.4","5 - extinct or near extinct","Excavation"
"551",9530,"Legacy verification","Burial Mound","Annual agriculture","Pasture",NA,"42",40,"4","4 - seriously damaged","Looting"
"552",8321,"Legacy verification","Burial Mound","Pasture","Pasture",NA,"23",20,"2.2","2 - minor damage","Excavation"
"553",8117,"Legacy verification","Extinct Burial Mound","Annual agriculture","Pasture",NA,"15",5,"0","5 - extinct or near extinct","Agriculture"
"554",8322,"Survey","Uncertain Mound","Annual agriculture","Other",NA,"9",6,"0.4","5 - extinct or near extinct","Excavation"
"555",9531,"Legacy verification","Burial Mound","Pasture","Pasture",NA,"19",16,"0.8","3 - damaged","Looting"
"556",8323,"Legacy verification","Extinct Burial Mound","Annual agriculture","Annual agriculture",NA,"30",25,"1.4","5 - extinct or near extinct","Agriculture"
"557",8324,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"25",20,"0.8","5 - extinct or near extinct","Agriculture"
"558",8325,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"28",25,"1.5","3 - damaged","Agriculture"
"559",8326,"Legacy verification","Surface Scatter","Annual agriculture","Scrub",NA,"150",NA,"0.5","5 - extinct or near extinct","Excavation"
"560",8327,"Legacy verification","Extinct Burial Mound","Annual agriculture","Annual agriculture",NA,"20",NA,"0.5","5 - extinct or near extinct","Agriculture"
"561",9532,"Legacy verification","Burial Mound","Annual agriculture","Pasture",NA,"30",30,"2.2","4 - seriously damaged","Looting"
"562",8328,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"25",NA,"1","4 - seriously damaged","Agriculture"
"563",8329,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"25",20,"0.5","5 - extinct or near extinct","Agriculture"
"564",8330,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"23",NA,"0.8","4 - seriously damaged","Agriculture"
"565",9533,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"25",20,"1.6","2 - minor damage","Agriculture"
"566",8118,"Legacy verification","Burial Mound","Annual agriculture","Pasture",NA,"50",50,"3.5","1 - pristine","No observation"
"567",8331,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"20",18,"0.8","4 - seriously damaged","Agriculture"
"568",9534,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"22",18,"1.5","3 - damaged","Agriculture"
"569",8119,"Legacy verification","Burial Mound","Annual agriculture","Scrub",NA,"50",45,"3","2 - minor damage","Looting"
"570",8332,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"15",NA,"0.6","5 - extinct or near extinct","Agriculture"
"571",9535,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"24",22,"1.8","3 - damaged","Agriculture"
"572",8333,"Legacy verification","Extinct Burial Mound","Annual agriculture","Annual agriculture",NA,"10",NA,"0.1","5 - extinct or near extinct","Agriculture"
"573",8334,"Legacy verification","Extinct Burial Mound","Annual agriculture","Annual agriculture",NA,"7",4,"0","5 - extinct or near extinct","Agriculture"
"574",8335,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"40",NA,"2.4","3 - damaged","Agriculture"
"575",8336,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"20",18,"0.8","4 - seriously damaged","Agriculture"
"576",9536,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"19",14,"0.6","4 - seriously damaged","Agriculture"
"577",8337,"Legacy verification","Uncertain Mound","Annual agriculture","Annual agriculture",NA,"40",NA,"0.7","5 - extinct or near extinct","Agriculture"
"578",8120,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"55",50,"1.5","3 - damaged","Agriculture"
"579",9537,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"17",15,"0.5","4 - seriously damaged","Agriculture"
"580",8121,"Legacy verification","Extinct Burial Mound","Annual agriculture","Annual agriculture",NA,"55",50,"0.5","5 - extinct or near extinct","Agriculture"
"581",8338,"Legacy verification","Uncertain Mound","Scrub","Scrub",NA,"35",NA,"6","4 - seriously damaged","Excavation"
"582",9538,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"15",15,"1.5","4 - seriously damaged","Agriculture"
"583",8339,"Legacy verification","Burial Mound","Pasture","Pasture",NA,"26",20,"1.5","1 - pristine","No observation"
"584",8122,"Legacy verification","Extinct Burial Mound","Annual agriculture","Annual agriculture",NA,"50",40,"0.5","5 - extinct or near extinct","Agriculture"
"585",8340,"Legacy verification","Burial Mound","Scrub","Other",NA,"50",NA,"7","2 - minor damage","Excavation"
"586",9539,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"20",NA,"1","4 - seriously damaged","Agriculture"
"587",8123,"Survey","Extinct Burial Mound","Annual agriculture","Annual agriculture",NA,"30",30,"0.4","5 - extinct or near extinct","Agriculture"
"588",9540,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"18",NA,"1","5 - extinct or near extinct","Agriculture"
"589",8124,"Legacy verification","Extinct Burial Mound","Annual agriculture","Annual agriculture",NA,"50",50,"0.5","5 - extinct or near extinct","Agriculture"
"590",8125,"Legacy verification","Extinct Burial Mound","Annual agriculture","Annual agriculture",NA,"0",0,"0","5 - extinct or near extinct","Agriculture"
"591",9541,"Legacy verification","Extinct Burial Mound","Annual agriculture","Annual agriculture",NA,"10",NA,"0.1","5 - extinct or near extinct","Agriculture"
"592",8341,"Legacy verification","Burial Mound","Scrub","Scrub",NA,"15",NA,"1.75","2 - minor damage","Looting"
"593",8126,"Legacy verification","Extinct Burial Mound","Annual agriculture","Annual agriculture",NA,"0",0,"0","5 - extinct or near extinct","Agriculture"
"594",8342,"Legacy verification","Burial Mound","Scrub","Scrub",NA,"10",NA,"1.5","3 - damaged","Road cut"
"595",8127,"Legacy verification","Extinct Burial Mound","Annual agriculture","Annual agriculture",NA,"30",20,"0","5 - extinct or near extinct","Agriculture"
"596",8343,"Legacy verification","Uncertain Feature","Scrub","Scrub",NA,"15",12,"1.4","3 - damaged","Road cut"
"597",8344,"Legacy verification","Uncertain Mound","Scrub","Scrub",NA,"0",NA,"0","0 - No observation","No observation"
"598",8128,"Legacy verification","Extinct Burial Mound","Pasture","Pasture",NA,"0",0,"0","0 - No observation","No observation"
"599",9542,"Legacy verification","Extinct Burial Mound","Annual agriculture","Annual agriculture",NA,"0",NA,"0","0 - No observation","No observation"
"600",9543,"Legacy verification","Extinct Burial Mound","Annual agriculture","Annual agriculture",NA,"0",NA,"0","0 - No observation","No observation"
"601",9544,"Legacy verification","Extinct Burial Mound","Annual agriculture","Annual agriculture",NA,"0",NA,"0","0 - No observation","No observation"
"602",9545,"Legacy verification","Extinct Burial Mound","Annual agriculture","Annual agriculture",NA,"0",NA,"0","0 - No observation","Looting"
"603",9546,"Legacy verification","Extinct Burial Mound","Annual agriculture","Annual agriculture",NA,"0",NA,"0","0 - No observation","Agriculture"
"604",9547,"Legacy verification","Burial Mound","Pasture","Pasture",NA,"25",20,"3","3 - damaged","Looting"
"605",9548,"Legacy verification","Burial Mound","Pasture","Pasture",NA,"0",NA,"0","0 - No observation","No observation"
"606",9549,"Legacy verification","Burial Mound","Pasture","Pasture",NA,"17",15,"1","3 - damaged","Agriculture"
"607",9550,"Legacy verification","Burial Mound","Pasture","Pasture",NA,"30",25,"2","3 - damaged","Looting"
"608",9551,"Legacy verification","Burial Mound","Pasture","Pasture",NA,"28",25,"2","4 - seriously damaged","Looting"
"609",9552,"Legacy verification","Burial Mound","Pasture","Pasture",NA,"35",30,"2.2","3 - damaged","Looting"
"610",9553,"Legacy verification","Burial Mound","Pasture","Pasture",NA,"18",18,"1.6","4 - seriously damaged","Looting"
"611",8345,"Legacy verification","Extinct Burial Mound","Other","Other",NA,"0",NA,"0","5 - extinct or near extinct","Excavation"
"612",8346,"Legacy verification","Burial Mound","Pasture","Pasture",NA,"21",16,"1","2 - minor damage","Post-depositional"
"613",9554,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"25",25,"1.5","4 - seriously damaged","Agriculture"
"614",8129,"Legacy verification","Burial Mound","Pasture","Pasture",NA,"30",30,"4","3 - damaged","Looting"
"615",8347,"Legacy verification","Burial Mound","Pasture","Pasture",NA,"17",NA,"1.2","1 - pristine","Post-depositional"
"616",8348,"Legacy verification","Burial Mound","Pasture","Pasture",NA,"15",NA,"1.5","2 - minor damage","Looting"
"617",8130,"Survey","Burial Mound","Pasture","Pasture",NA,"35",30,"2.5","3 - damaged","Looting"
"618",8349,"Legacy verification","Burial Mound","Pasture","Pasture",NA,"17",NA,"1.75","2 - minor damage","Looting"
"619",8350,"Legacy verification","Burial Mound","Pasture","Pasture",NA,"18",NA,"1.2","2 - minor damage","Post-depositional"
"620",9555,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"17",15,"0.9","3 - damaged","Agriculture"
"621",8131,"Legacy verification","Burial Mound","Pasture","Pasture",NA,"30",25,"1.8","4 - seriously damaged","Looting"
"622",9556,"Legacy verification","Surface Scatter","Annual agriculture","Annual agriculture",NA,"200",200,"0","2 - minor damage","No observation"
"623",8351,"Legacy verification","Burial Mound","Scrub","Pasture",NA,"30",NA,"3","2 - minor damage","Post-depositional"
"624",9557,"Legacy verification","Burial Mound","Perennial agriculture","Perennial agriculture",NA,"17",15,"1.6","2 - minor damage","Agriculture"
"625",8132,"Legacy verification","Burial Mound","Pasture","Pasture",NA,"35",35,"4.5","2 - minor damage","Construction"
"626",9558,"Legacy verification","Burial Mound","Perennial agriculture","Perennial agriculture",NA,"25",24,"1.5","3 - damaged","Agriculture"
"627",8133,"Legacy verification","Burial Mound","Other","Other",NA,"45",40,"1","2 - minor damage","Other"
"628",8352,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"24",NA,"1.3","2 - minor damage","Agriculture"
"629",8134,"Legacy verification","Burial Mound","Pasture","Pasture",NA,"35",30,"1.8","3 - damaged","Looting"
"630",8353,"Legacy verification","Burial Mound","Annual agriculture","Pasture",NA,"25",NA,"3.2","2 - minor damage","Looting"
"631",9559,"Legacy verification","Burial Mound","Annual agriculture","Pasture",NA,"15",15,"0.8","3 - damaged","Agriculture"
"632",8135,"Legacy verification","Burial Mound","Pasture","Pasture",NA,"25",13,"1","4 - seriously damaged","Looting"
"633",8136,"Legacy verification","Burial Mound","Pasture","Pasture",NA,"45",40,"1.8","2 - minor damage","Other"
"634",9560,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"40",40,"1.3","3 - damaged","Agriculture"
"635",8354,"Legacy verification","Burial Mound","Perennial agriculture","Pasture",NA,"20",NA,"1","2 - minor damage","Road cut"
"636",8355,"Legacy verification","Burial Mound","Perennial agriculture","Scrub",NA,"26",NA,"2","2 - minor damage","Other"
"637",8137,"Legacy verification","Burial Mound","Scrub","Pasture",NA,"20",15,"0.3","5 - extinct or near extinct","Construction"
"638",9561,"Legacy verification","Burial Mound","Annual agriculture","Pasture",NA,"35",30,"5","3 - damaged","Looting"
"639",8356,"Legacy verification","Burial Mound","Perennial agriculture","Pasture",NA,"26",20,"2","1 - pristine","Looting"
"640",9562,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"18",14,"2","3 - damaged","Looting"
"641",9563,"Legacy verification","Other","Pasture","Scrub",NA,"100",90,"10","2 - minor damage","Post-depositional"
"642",8138,"Legacy verification","Extinct Burial Mound","Annual agriculture","Annual agriculture",NA,"40",35,"0.3","5 - extinct or near extinct","Agriculture"
"643",8357,"Legacy verification","Burial Mound","Pasture","Pasture",NA,"32",NA,"3","1 - pristine","No observation"
"644",9564,"Legacy verification","Burial Mound","Annual agriculture","Scrub",NA,"24",20,"1.4","3 - damaged","Post-depositional"
"645",9565,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"20",18,"0.5","3 - damaged","Agriculture"
"646",9566,"Legacy verification","Burial Mound","Annual agriculture","Pasture",NA,"40",40,"6","4 - seriously damaged","Looting"
"647",8139,"Legacy verification","Extinct Burial Mound","Annual agriculture","Annual agriculture",NA,"0",0,"0","5 - extinct or near extinct","Construction"
"648",8140,"Legacy verification","Extinct Burial Mound","Pasture","Pasture",NA,"0",0,"0","5 - extinct or near extinct","Construction"
"649",8358,"Legacy verification","Extinct Burial Mound","Annual agriculture","Annual agriculture",NA,"0",NA,"0","5 - extinct or near extinct","Agriculture"
"650",9567,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"18",18,"0.8","2 - minor damage","Agriculture"
"651",8142,"Legacy verification","Burial Mound","Pasture","Pasture",NA,"40",35,"4","2 - minor damage","Looting"
"652",8359,"Legacy verification","Uncertain Mound","Scrub","Pasture",NA,"23",NA,"2.5","1 - pristine","Post-depositional"
"653",8143,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"50",50,"0.8","4 - seriously damaged","Agriculture"
"654",8144,"Survey","Surface Scatter","Annual agriculture","Annual agriculture",NA,"0",0,"0","0 - No observation","Agriculture"
"655",9568,"Legacy verification","Surface Scatter","Annual agriculture","Annual agriculture",NA,"0",NA,"0","0 - No observation","No observation"
"656",9569,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"18",15,"1","3 - damaged","Agriculture"
"657",9570,"Legacy verification","Burial Mound","Annual agriculture","Pasture",NA,"22",20,"2.4","2 - minor damage","Agriculture"
"658",9571,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"25",20,"1.5","3 - damaged","Agriculture"
"659",9572,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"19",19,"0.8","2 - minor damage","Agriculture"
"660",8360,"Survey","Burial Mound","Annual agriculture","Annual agriculture",NA,"40",NA,"1.4","3 - damaged","Agriculture"
"661",9573,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"15",15,"0.9","2 - minor damage","Agriculture"
"662",8361,"Survey","Burial Mound","Annual agriculture","Annual agriculture",NA,"50",NA,"1.2","4 - seriously damaged","Excavation"
"663",9574,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"18",18,"2.4","2 - minor damage","Agriculture"
"664",8145,"Legacy verification","Burial Mound","Perennial agriculture","Perennial agriculture",NA,"60",50,"3.5","3 - damaged","Agriculture"
"665",9575,"Legacy verification","Burial Mound","Annual agriculture","Pasture",NA,"27",25,"2.6","2 - minor damage","Agriculture"
"666",9576,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"17",17,"0.5","3 - damaged","Agriculture"
"667",9577,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"16",16,"0.5","2 - minor damage","Agriculture"
"668",8146,"Legacy verification","Extinct Burial Mound","Annual agriculture","Annual agriculture",NA,"0",NA,"0","5 - extinct or near extinct","Agriculture"
"669",8362,"Legacy verification","Burial Mound","Perennial agriculture","Scrub",NA,"35",NA,"3.5","3 - damaged","Road cut"
"670",8363,"Legacy verification","Burial Mound","Perennial agriculture","Scrub",NA,"35",NA,"4","1 - pristine","Post-depositional"
"671",9578,"Legacy verification","Extinct Burial Mound","Annual agriculture","Annual agriculture",NA,"0",0,"0.2","4 - seriously damaged","Agriculture"
"672",9579,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"14",13,"0.4","3 - damaged","Agriculture"
"673",8147,"Legacy verification","Burial Mound","Pasture","Pasture",NA,"60",50,"3.5","3 - damaged","Agriculture"
"674",8364,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"30",NA,"1.4","3 - damaged","Agriculture"
"675",8365,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"35",30,"1.1","3 - damaged","Agriculture"
"676",9580,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"22",20,"0.8","2 - minor damage","Agriculture"
"677",8366,"Legacy verification","Burial Mound","Scrub","Scrub",NA,"45",NA,"6","2 - minor damage","Excavation"
"678",8148,"Legacy verification","Extinct Burial Mound","Annual agriculture","Annual agriculture",NA,"0",0,"0","5 - extinct or near extinct","Agriculture"
"679",8367,"Legacy verification","Burial Mound","Scrub","Scrub",NA,"35",30,"2.7","2 - minor damage","Construction"
"680",9581,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"15",15,"0.4","3 - damaged","Agriculture"
"681",8368,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"25",NA,"0.5","4 - seriously damaged","Agriculture"
"682",8369,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"25",NA,"1.65","3 - damaged","Agriculture"
"683",8370,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"30",NA,"1.8","2 - minor damage","Agriculture"
"684",8371,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"33",NA,"1.6","3 - damaged","Agriculture"
"685",8372,"Legacy verification","Burial Mound","Annual agriculture","Scrub",NA,"30",NA,"6.5","1 - pristine","Post-depositional"
"686",8373,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"26",NA,"1","3 - damaged","Agriculture"
"687",8149,"Legacy verification","Burial Mound","Annual agriculture","Scrub",NA,"36",30,"3","4 - seriously damaged","Looting"
"688",8374,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"25",NA,"1.5","3 - damaged","Agriculture"
"689",8375,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"26",NA,"1.3","3 - damaged","Agriculture"
"690",9582,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"18",17,"0.4","3 - damaged","Agriculture"
"691",8376,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"28",NA,"1.45","2 - minor damage","Agriculture"
"692",8377,"Legacy verification","Burial Mound","Annual agriculture","Scrub",NA,"25",NA,"3.5","2 - minor damage","Looting"
"693",9583,"Legacy verification","Burial Mound","Urban","Pasture",NA,"14",13,"0.6","3 - damaged","Urban development"
"694",8150,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"60",55,"1.5","3 - damaged","Agriculture"
"695",8378,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"30",NA,"1.3","3 - damaged","Agriculture"
"696",8379,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"25",NA,"1.3","3 - damaged","Agriculture"
"697",8380,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"18",NA,"0.8","4 - seriously damaged","Agriculture"
"698",9584,"Legacy verification","Burial Mound","Urban","Pasture",NA,"19",18,"2","4 - seriously damaged","Looting"
"699",8381,"Legacy verification","Extinct Burial Mound","Annual agriculture","Annual agriculture",NA,"0",NA,"0","5 - extinct or near extinct","No observation"
"700",8151,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"55",50,"0.8","3 - damaged","Agriculture"
"701",9585,"Legacy verification","Burial Mound","Scrub","Scrub",NA,"30",30,"2.6","4 - seriously damaged","Looting"
"702",8152,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"40",35,"1","4 - seriously damaged","Agriculture"
"703",8153,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"60",55,"0.8","4 - seriously damaged","Agriculture"
"704",8382,"Legacy verification","Surface Scatter","Annual agriculture","Annual agriculture",NA,"150",NA,"0","3 - damaged","Agriculture"
"705",8154,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"60",55,"1","4 - seriously damaged","Agriculture"
"706",8383,"Survey","Surface Scatter","Annual agriculture","Annual agriculture",NA,"150",NA,"0","0 - No observation","Agriculture"
"707",8384,"Legacy verification","Burial Mound","Scrub","Pasture",NA,"25",NA,"2.5","2 - minor damage","Anthropogenic"
"708",8385,"Legacy verification","Burial Mound","Scrub","Scrub",NA,"30",NA,"3","2 - minor damage","Looting"
"709",8155,"Legacy verification","Extinct Burial Mound","Annual agriculture","Annual agriculture",NA,"0",0,"0","5 - extinct or near extinct","Agriculture"
"710",8386,"Legacy verification","Extinct Burial Mound","Scrub","Pasture",NA,"30",NA,"3","5 - extinct or near extinct","Urban development"
"711",8156,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"60",60,"0.8","4 - seriously damaged","Agriculture"
"712",9586,"Legacy verification","Burial Mound","Annual agriculture","Pasture",NA,"45",45,"7","2 - minor damage","Looting"
"713",9587,"Legacy verification","Burial Mound","Annual agriculture","Pasture",NA,"30",30,"2","4 - seriously damaged","Agriculture"
"714",9588,"Legacy verification","Burial Mound","Pasture","Pasture",NA,"45",40,"7","2 - minor damage","Looting"
