TopoID,Notes,LU_Around,LU_top,RS_Status,RS_feature_type,Source,Length,Width,AtlasHeight,Atlas_page,RT_number,CRM,Elevation,Needs_GC,AS_feedback,RS_note,2001,2003,2004,2005,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,Stephanie_Notes,Honza_Notes,Tatjana_Notes
200640,,Annual,Annual,"TP - mound recognized clearly in imagery, either current, or some historical image.",Soilmark,Atlas of Yambol Mounds,20,18,1,p.8,,,,,LU ok,,,,,,,,,,X - no new capture this year,,,,,,"2 Mounds visible for 640,641, 642",,
200641,,Annual,Annual,"TP - mound recognized clearly in imagery, either current, or some historical image.",Soilmark,Atlas of Yambol Mounds,14,13,1,p.8,,,,,LU ok,,,,,,,,,,X - no new capture this year,,,,,,"2 Mounds visible for 640,641, 642",,
200642,,Annual,Annual,"TP - mound recognized clearly in imagery, either current, or some historical image.",Soilmark,Atlas of Yambol Mounds,18,14,1,p.8,,,,,LU ok,,,,,,,,,,X - no new capture this year,,,,,,"2 Mounds visible for 640,641, 642",,
200643,,Annual,Annual,"TP - mound recognized clearly in imagery, either current, or some historical image.",Soilmark,Atlas of Yambol Mounds,10,8,1,p.8,,,,,LU ok,,X - no new capture this year,X - no new capture this year,X - no new capture this year,"N = no, not visible this year",X - no new capture this year,X - no new capture this year,"N = no, not visible this year",X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,"N = no, not visible this year",X - no new capture this year,"N = no, not visible this year",Nothing visible,,
200644,30m to E from point on field edfe with a small RT on top visoble from 2014,Pasture,Pasture,"FP = no sign of a mound here in 2016 (most recent layer), either mound never existed (error in Russian topo maps), or it is elsewhere (precision error), or it has been removed in the last 20 years and there is no measurable entity left on the ground",None visible,Atlas of Yambol Mounds,NA,NA,2,p.8,,NA,,,LU ok,,X - no new capture this year,X - no new capture this year,X - no new capture this year,"N = no, not visible this year",X - no new capture this year,X - no new capture this year,? = maybe something unsure,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,? = maybe something unsure,X - no new capture this year,? = maybe something unsure,Maybe something 86m to the east and 62m to the south,,
200645,,Annual,Annual,"FP = no sign of a mound here in 2016 (most recent layer), either mound never existed (error in Russian topo maps), or it is elsewhere (precision error), or it has been removed in the last 20 years and there is no measurable entity left on the ground",None visible,Atlas of Yambol Mounds,NA,NA,1,p.8,,NA,,,LU ok,,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,"N = no, not visible this year",X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,"N = no, not visible this year",X - no new capture this year,"N = no, not visible this year",Nothing visible,,
200646,,Annual,Pasture,"TP - mound recognized clearly in imagery, either current, or some historical image.",Surface feature,Russian topo maps,34,30,NA,,south side visible in 2017 first time,2,,,LU ok,,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,"Y = yes, visible in the same form as indicated in RS Feature column",X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,"Y = yes, visible in the same form as indicated in RS Feature column",X - no new capture this year,"Y = yes, visible in the same form as indicated in RS Feature column",Mound visible,,
200647,,Annual,Annual,"TP? - moundlike feature or soilmark, somewhat uncertain, or offset",Soilmark and cropmark,Russian topo maps,23,23,0,,,,,,LU ok,,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,"Y = yes, visible in the same form as indicated in RS Feature column",X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,"Y = yes, visible in the same form as indicated in RS Feature column",X - no new capture this year,Cloud cover,Soilmark visible,,
200648,,Annual,Annual,"FP = no sign of a mound here in 2016 (most recent layer), either mound never existed (error in Russian topo maps), or it is elsewhere (precision error), or it has been removed in the last 20 years and there is no measurable entity left on the ground",None visible,Russian topo maps,NA,NA,NA,,,NA,,,LU ok,,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,"N = no, not visible this year",X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,"N = no, not visible this year",X - no new capture this year,"N = no, not visible this year",Nothing visible,,
200649,,Annual,Annual,"TP - mound recognized clearly in imagery, either current, or some historical image.",Soilmark,Atlas of Yambol Mounds,25,25,3,p.8,,,,,LU ok,,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,"Y = yes, visible in the same form as indicated in RS Feature column",X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,"Y = yes, visible in the same form as indicated in RS Feature column",X - no new capture this year,"Y = yes, visible in the same form as indicated in RS Feature column",Soilmark,,
200650,,Annual,Pasture,"TP - mound recognized clearly in imagery, either current, or some historical image.",Surface feature,Atlas of Yambol Mounds,30,30,4,p.8,"uncertain, smudged",,,,LU ok,,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,"Y = yes, visible in the same form as indicated in RS Feature column",X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,"Y = yes, visible in the same form as indicated in RS Feature column",X - no new capture this year,"Y = yes, visible in the same form as indicated in RS Feature column",Surface feature,,
200651,,Annual,Annual,"TP - mound recognized clearly in imagery, either current, or some historical image.",Soilmark,Atlas of Yambol Mounds,20,18,2,p.8,,,,,LU ok,,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,"Y = yes, visible in the same form as indicated in RS Feature column",X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,"Y = yes, visible in the same form as indicated in RS Feature column",X - no new capture this year,"Y = yes, visible in the same form as indicated in RS Feature column",Soilmark,,
200652,,Annual,Annual,"very uncertain = discrete crops, soil or shadowmark in the vicinity (within possible precision error), but not certain",Soilmark,Russian topo maps,20?,15?,NA,,"highly uncertain, only visible 2009, darker splotch SW of the dot",,,,LU ok,,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,? = maybe something unsure,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,? = maybe something unsure,X - no new capture this year,X - no new capture this year,"Nothing certain visible, a splotch SW of spot",,
200653,,Scrub,Scrub,"very uncertain = discrete crops, soil or shadowmark in the vicinity (within possible precision error), but not certain",None visible,Russian topo maps,NA,NA,NA,,"verified during GC, not visible in imagery",NA,,,LU ok,,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,"N = no, not visible this year",X - no new capture this year,X - no new capture this year,"N = no, not visible this year",X - no new capture this year,"N = no, not visible this year",X - no new capture this year,X - no new capture this year,Nothing visible,,
200654,,Annual,Annual,"TP? - moundlike feature or soilmark, somewhat uncertain, or offset",Soilmark,Russian topo maps,35,35,0,,cropmarks or soilmarks,,,,LU ok,,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,? = maybe something unsure,X - no new capture this year,X - no new capture this year,? = maybe something unsure,X - no new capture this year,? = maybe something unsure,X - no new capture this year,? = maybe something unsure,Soilmark,,
200655,,Annual,Annual,"TP? - moundlike feature or soilmark, somewhat uncertain, or offset",Soilmark and cropmark,Russian topo maps,40,40,0,,cropmarks or soilmarks,,,,LU ok,,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,? = maybe something unsure,X - no new capture this year,X - no new capture this year,? = maybe something unsure,X - no new capture this year,? = maybe something unsure,X - no new capture this year,? = maybe something unsure,Soilmark,,
200656,,Annual,Annual,"TP? - moundlike feature or soilmark, somewhat uncertain, or offset",Cropmark,Russian topo maps,20,20,0.5,,cropmarks or soilmarks 100 m south of point in 2014/02/19,,,,LU ok,,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,? = maybe something unsure,X - no new capture this year,X - no new capture this year,? = maybe something unsure,X - no new capture this year,? = maybe something unsure,X - no new capture this year,X - no new capture this year,Maybe something 115m south,,
200668,,Pasture,Scrub,"FP = no sign of a mound here in 2016 (most recent layer), either mound never existed (error in Russian topo maps), or it is elsewhere (precision error), or it has been removed in the last 20 years and there is no measurable entity left on the ground",None visible,Atlas of Yambol Mounds,NA,NA,4,p.12,,NA,,,LU ok,,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,? = maybe something unsure,X - no new capture this year,X - no new capture this year,X - no new capture this year,? = maybe something unsure,? = maybe something unsure,X - no new capture this year,? = maybe something unsure,Elevation seems to be higher; Black hole from 2014 not visible in 2013 2 maybe in 2016,,
200670,,Annual,Annual,"TP? - moundlike feature or soilmark, somewhat uncertain, or offset",Soilmark,Atlas of Yambol Mounds,22,22,1,p.12,,,,,LU ok,,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,? = maybe something unsure,X - no new capture this year,X - no new capture this year,? = maybe something unsure,? = maybe something unsure,? = maybe something unsure,X - no new capture this year,? = maybe something unsure,Variety of mounds to the NE in 2013 light soilmark?,,
200671,"feature 30 m to NW, best visible in 2015",Annual,Pasture,"TP - mound recognized clearly in imagery, either current, or some historical image.",Cropmark,Russian topo maps,22,15,NA,p.12,,,,,LU ok,"not in Atlas, verify",X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,"Y = yes, visible in the same form as indicated in RS Feature column",X - no new capture this year,X - no new capture this year,"Y = yes, visible in the same form as indicated in RS Feature column","Y = yes, visible in the same form as indicated in RS Feature column","Y = yes, visible in the same form as indicated in RS Feature column",X - no new capture this year,"Y = yes, visible in the same form as indicated in RS Feature column",,,
200672,"feature 50 m to NW, best visible in 2016-2018",Pasture,Pasture,"FP = no sign of a mound here in 2016 (most recent layer), either mound never existed (error in Russian topo maps), or it is elsewhere (precision error), or it has been removed in the last 20 years and there is no measurable entity left on the ground",None visible,Russian topo maps,9,9,NA,p.12,,NA,,,LU ok,"not in Atlas, verify",X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,? = maybe something unsure,X - no new capture this year,X - no new capture this year,? = maybe something unsure,? = maybe something unsure,? = maybe something unsure,X - no new capture this year,? = maybe something unsure,Surface feature visible 41m to the NW,,
200673,,Annual,Annual,"TP? - moundlike feature or soilmark, somewhat uncertain, or offset",Soilmark,Atlas of Yambol Mounds,6,6,1,p.12,,,,,LU ok,,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,"Y = yes, visible in the same form as indicated in RS Feature column",X - no new capture this year,X - no new capture this year,"Y = yes, visible in the same form as indicated in RS Feature column","Y = yes, visible in the same form as indicated in RS Feature column","Y = yes, visible in the same form as indicated in RS Feature column",X - no new capture this year,"Y = yes, visible in the same form as indicated in RS Feature column",3 soilmarks maybe mounds; after 2013 one mark is not evident,two more mounds,
200674,"Correct ID, I am not sure there is anything there now, given the amount of modern disturbance",Pasture,Pasture,"FP = no sign of a mound here in 2016 (most recent layer), either mound never existed (error in Russian topo maps), or it is elsewhere (precision error), or it has been removed in the last 20 years and there is no measurable entity left on the ground",None visible,Atlas of Yambol Mounds,NA,NA,4,p.12,,NA,,,LU ok,two mounds in place of one,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,? = maybe something unsure,? = maybe something unsure,X - no new capture this year,? = maybe something unsure,? = maybe something unsure,? = maybe something unsure,X - no new capture this year,? = maybe something unsure,Unsure,two more mounds 160 m and  80,
200675,,Pasture,Pasture,"TP - mound recognized clearly in imagery, either current, or some historical image.",Surface feature,Atlas of Yambol Mounds,20,20,3,p.12,4m crater on top,,,,LU ok,,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,"Y = yes, visible in the same form as indicated in RS Feature column","Y = yes, visible in the same form as indicated in RS Feature column",X - no new capture this year,"Y = yes, visible in the same form as indicated in RS Feature column","Y = yes, visible in the same form as indicated in RS Feature column","Y = yes, visible in the same form as indicated in RS Feature column",X - no new capture this year,"Y = yes, visible in the same form as indicated in RS Feature column",,,
200676,,Pasture,Scrub,"FP = no sign of a mound here in 2016 (most recent layer), either mound never existed (error in Russian topo maps), or it is elsewhere (precision error), or it has been removed in the last 20 years and there is no measurable entity left on the ground",None visible,Russian topo maps,NA,NA,NA,p.12,,NA,,,LU ok,"not in Atlas, verify",X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,"N = no, not visible this year",X - no new capture this year,X - no new capture this year,"N = no, not visible this year","N = no, not visible this year","N = no, not visible this year",X - no new capture this year,"N = no, not visible this year",,,
200677,,Pasture,Pasture,"FP = no sign of a mound here in 2016 (most recent layer), either mound never existed (error in Russian topo maps), or it is elsewhere (precision error), or it has been removed in the last 20 years and there is no measurable entity left on the ground",None visible,Atlas of Yambol Mounds,NA,NA,1,p.12,,NA,,,LU ok,,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,"N = no, not visible this year",X - no new capture this year,X - no new capture this year,"N = no, not visible this year","N = no, not visible this year","N = no, not visible this year",X - no new capture this year,"N = no, not visible this year",,,
200678,,Pasture,Scrub,"TP? - moundlike feature or soilmark, somewhat uncertain, or offset",Cropmark,Atlas of Yambol Mounds,16,13,4,p.12,,,,,LU ok,,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,? = maybe something unsure,X - no new capture this year,X - no new capture this year,? = maybe something unsure,? = maybe something unsure,? = maybe something unsure,X - no new capture this year,? = maybe something unsure,Surface feature,,
200683,,Scrub,Forest,"FP = no sign of a mound here in 2016 (most recent layer), either mound never existed (error in Russian topo maps), or it is elsewhere (precision error), or it has been removed in the last 20 years and there is no measurable entity left on the ground",None visible,Atlas of Yambol Mounds,NA,NA,2,p.12,,NA,,,LU ok,,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,? = maybe something unsure,X - no new capture this year,X - no new capture this year,? = maybe something unsure,? = maybe something unsure,? = maybe something unsure,X - no new capture this year,? = maybe something unsure,Unsure,,
200684,,Scrub,Scrub,"TP - mound recognized clearly in imagery, either current, or some historical image.",Surface feature,Atlas of Yambol Mounds,35,25,4,p.12,,,,,LU ok,,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,"Y = yes, visible in the same form as indicated in RS Feature column",X - no new capture this year,X - no new capture this year,"Y = yes, visible in the same form as indicated in RS Feature column","Y = yes, visible in the same form as indicated in RS Feature column","Y = yes, visible in the same form as indicated in RS Feature column",X - no new capture this year,"Y = yes, visible in the same form as indicated in RS Feature column",Unsure,,
200685,,Scrub,Scrub,"FP = no sign of a mound here in 2016 (most recent layer), either mound never existed (error in Russian topo maps), or it is elsewhere (precision error), or it has been removed in the last 20 years and there is no measurable entity left on the ground",None visible,Atlas of Yambol Mounds,NA,NA,NA,p.12,,NA,,,LU ok,,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,"N = no, not visible this year",X - no new capture this year,X - no new capture this year,"N = no, not visible this year","N = no, not visible this year","N = no, not visible this year",X - no new capture this year,"N = no, not visible this year",,,
200689,,Annual,Pasture,"TP - mound recognized clearly in imagery, either current, or some historical image.",Cropmark,Atlas of Yambol Mounds,20,15,1,p.12,,,,,LU ok,,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,"Y = yes, visible in the same form as indicated in RS Feature column",X - no new capture this year,X - no new capture this year,"Y = yes, visible in the same form as indicated in RS Feature column",X - no new capture this year,"Y = yes, visible in the same form as indicated in RS Feature column",X - no new capture this year,X - no new capture this year,Maybe another mound to the east 2 north?,,
200690,,Annual,Pasture,"TP - mound recognized clearly in imagery, either current, or some historical image.",Cropmark,Atlas of Yambol Mounds,20,17,2,p.12,,,,,LU ok,,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,"Y = yes, visible in the same form as indicated in RS Feature column",X - no new capture this year,X - no new capture this year,"Y = yes, visible in the same form as indicated in RS Feature column",X - no new capture this year,"Y = yes, visible in the same form as indicated in RS Feature column",X - no new capture this year,X - no new capture this year,,,
200692,feature 20m SW of the point; there is another feature SE of the point,Annual,Pasture,"TP - mound recognized clearly in imagery, either current, or some historical image.",Surface feature,Atlas of Yambol Mounds,32,26,4,p.12,,,,,LU ok,,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,"Y = yes, visible in the same form as indicated in RS Feature column",X - no new capture this year,X - no new capture this year,"Y = yes, visible in the same form as indicated in RS Feature column",X - no new capture this year,"Y = yes, visible in the same form as indicated in RS Feature column",X - no new capture this year,X - no new capture this year,,one more mounds in field,
200697,,Annual,Pasture,"TP - mound recognized clearly in imagery, either current, or some historical image.",Surface feature,Atlas of Yambol Mounds,22,22,5,p.12,,,,,LU ok,,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,"Y = yes, visible in the same form as indicated in RS Feature column",X - no new capture this year,X - no new capture this year,"Y = yes, visible in the same form as indicated in RS Feature column",X - no new capture this year,"Y = yes, visible in the same form as indicated in RS Feature column",X - no new capture this year,X - no new capture this year,225m to the north ruins?,,
200698,40m to West,Annual,Annual,"TP - mound recognized clearly in imagery, either current, or some historical image.",Soilmark,Atlas of Yambol Mounds,26,18,2,p.12,,,,"This needs a note about *what* you are measuring. I get it after looking for a while, but it's not automatic",LU ok,,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,"N = no, not visible this year",X - no new capture this year,X - no new capture this year,"N = no, not visible this year",X - no new capture this year,"N = no, not visible this year",X - no new capture this year,X - no new capture this year,Nothing visible,,
200699,,Annual,Scrub,"TP - mound recognized clearly in imagery, either current, or some historical image.",Surface feature,survey,32,32,5,p.12,,,,,LU ok,,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,"Y = yes, visible in the same form as indicated in RS Feature column",X - no new capture this year,X - no new capture this year,"Y = yes, visible in the same form as indicated in RS Feature column",X - no new capture this year,"Y = yes, visible in the same form as indicated in RS Feature column",X - no new capture this year,X - no new capture this year,,,
200700,I'd make this an FP -I  cannot really see anything,Pasture,Scrub,"TP? - moundlike feature or soilmark, somewhat uncertain, or offset",Cropmark,Atlas of Yambol Mounds,20,20,9,p.12,,,,,LU ok,,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,"Y = yes, visible in the same form as indicated in RS Feature column",X - no new capture this year,X - no new capture this year,"Y = yes, visible in the same form as indicated in RS Feature column",X - no new capture this year,"Y = yes, visible in the same form as indicated in RS Feature column",X - no new capture this year,"Y = yes, visible in the same form as indicated in RS Feature column",,,
200703,,Annual,Pasture,"TP - mound recognized clearly in imagery, either current, or some historical image.",Surface feature,Atlas of Yambol Mounds,23,23,1,p.8,,,,,LU ok,,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,"Y = yes, visible in the same form as indicated in RS Feature column",X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,"Y = yes, visible in the same form as indicated in RS Feature column",X - no new capture this year,"Y = yes, visible in the same form as indicated in RS Feature column",,,
200704,,Annual,Pasture,"TP - mound recognized clearly in imagery, either current, or some historical image.",Surface feature,Atlas of Yambol Mounds,26,24,5,p.8,,,,,LU ok,,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,"Y = yes, visible in the same form as indicated in RS Feature column",X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,"Y = yes, visible in the same form as indicated in RS Feature column",X - no new capture this year,X - no new capture this year,,,
200705,,Annual,Scrub,"TP - mound recognized clearly in imagery, either current, or some historical image.",Surface feature,Atlas of Yambol Mounds,26,24,3,p.8,,,,,LU ok,,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,"Y = yes, visible in the same form as indicated in RS Feature column",X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,"Y = yes, visible in the same form as indicated in RS Feature column",X - no new capture this year,X - no new capture this year,,,
200706,,Annual,Pasture,"TP - mound recognized clearly in imagery, either current, or some historical image.",Surface feature,Atlas of Yambol Mounds,32,32,4,p.8,,,,,LU ok,,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,"Y = yes, visible in the same form as indicated in RS Feature column",X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,"Y = yes, visible in the same form as indicated in RS Feature column",X - no new capture this year,"Y = yes, visible in the same form as indicated in RS Feature column",,,
200707,,Annual,Annual,"FP = no sign of a mound here in 2016 (most recent layer), either mound never existed (error in Russian topo maps), or it is elsewhere (precision error), or it has been removed in the last 20 years and there is no measurable entity left on the ground",None visible,Atlas of Yambol Mounds,NA,NA,1,p.8,"uncertain, smudged",NA,,,LU ok,,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,? = maybe something unsure,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,? = maybe something unsure,X - no new capture this year,"N = no, not visible this year",,,
200708,"best visible in 2009, in 2014 converted into a perennial (Lavender?) and nearby photovoltaics",Annual,Annual,"FP = no sign of a mound here in 2016 (most recent layer), either mound never existed (error in Russian topo maps), or it is elsewhere (precision error), or it has been removed in the last 20 years and there is no measurable entity left on the ground",None visible,Atlas of Yambol Mounds,NA,NA,1,p.8,,NA,,,LU ok,,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,? = maybe something unsure,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,? = maybe something unsure,X - no new capture this year,X - no new capture this year,,,
200709,30m to south surface feature,Annual,Scrub,"TP - mound recognized clearly in imagery, either current, or some historical image.",Surface feature,Atlas of Yambol Mounds,30,30,2,p.8,,,,,LU ok,,X - no new capture this year,X - no new capture this year,X - no new capture this year,"Y = yes, visible in the same form as indicated in RS Feature column",X - no new capture this year,X - no new capture this year,"Y = yes, visible in the same form as indicated in RS Feature column",X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,"Y = yes, visible in the same form as indicated in RS Feature column",X - no new capture this year,X - no new capture this year,,,
200710,,Annual,Annual,"FP = no sign of a mound here in 2016 (most recent layer), either mound never existed (error in Russian topo maps), or it is elsewhere (precision error), or it has been removed in the last 20 years and there is no measurable entity left on the ground",None visible,Atlas of Yambol Mounds,NA,NA,3,p.8,,NA,,,LU ok,,X - no new capture this year,X - no new capture this year,X - no new capture this year,"N = no, not visible this year",X - no new capture this year,X - no new capture this year,"N = no, not visible this year",X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,"N = no, not visible this year",X - no new capture this year,X - no new capture this year,Alyssa: nothing really visible,,
200713,,Annual,Pasture,"TP - mound recognized clearly in imagery, either current, or some historical image.",Surface feature,Atlas of Yambol Mounds,27,25,3,p.9,,,,,LU ok,,X - no new capture this year,X - no new capture this year,X - no new capture this year,"Y = yes, visible in the same form as indicated in RS Feature column",X - no new capture this year,X - no new capture this year,"Y = yes, visible in the same form as indicated in RS Feature column",X - no new capture this year,X - no new capture this year,X - no new capture this year,"Y = yes, visible in the same form as indicated in RS Feature column","Y = yes, visible in the same form as indicated in RS Feature column",X - no new capture this year,"Y = yes, visible in the same form as indicated in RS Feature column",,,
200714,"two mounds at location, one north another south of the point, 75 m apart",Annual,Pasture,"TP? - moundlike feature or soilmark, somewhat uncertain, or offset",Surface feature,Atlas of Yambol Mounds,11,9,1,p.9,,,,,LU ok,,X - no new capture this year,X - no new capture this year,X - no new capture this year,"Y = yes, visible in the same form as indicated in RS Feature column",X - no new capture this year,X - no new capture this year,"Y = yes, visible in the same form as indicated in RS Feature column",X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,"Y = yes, visible in the same form as indicated in RS Feature column",X - no new capture this year,X - no new capture this year,,,
200715,,Pasture,Pasture,"FP = no sign of a mound here in 2016 (most recent layer), either mound never existed (error in Russian topo maps), or it is elsewhere (precision error), or it has been removed in the last 20 years and there is no measurable entity left on the ground",None visible,Atlas of Yambol Mounds,NA,NA,2,p.9,,NA,,,LU ok,,X - no new capture this year,X - no new capture this year,X - no new capture this year,"N = no, not visible this year",X - no new capture this year,X - no new capture this year,? = maybe something unsure,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,"N = no, not visible this year",X - no new capture this year,,,
200716,,Forest,Forest,unverifiable: RS impossible,None visible,Atlas of Yambol Mounds,NA,NA,3,p.8,,NA,,,LU ok,,X - no new capture this year,X - no new capture this year,X - no new capture this year,"Y = yes, visible in the same form as indicated in RS Feature column",X - no new capture this year,X - no new capture this year,"Y = yes, visible in the same form as indicated in RS Feature column",X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,"Y = yes, visible in the same form as indicated in RS Feature column",X - no new capture this year,X - no new capture this year,,,
200717,,Forest,Forest,unverifiable: RS impossible,None visible,Atlas of Yambol Mounds,NA,NA,2,p.9,,NA,,,LU ok,,X - no new capture this year,X - no new capture this year,X - no new capture this year,"N = no, not visible this year",X - no new capture this year,X - no new capture this year,"N = no, not visible this year",X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,? = maybe something unsure,X - no new capture this year,X - no new capture this year,,,
200718,,Forest,Scrub,unverifiable: RS impossible,None visible,Atlas of Yambol Mounds,NA,NA,2,p.9,,NA,,,LU ok,,X - no new capture this year,X - no new capture this year,X - no new capture this year,? = maybe something unsure,X - no new capture this year,? = maybe something unsure,? = maybe something unsure,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,"N = no, not visible this year",X - no new capture this year,X - no new capture this year,,,
200719,,Forest,Forest,unverifiable: RS impossible,None visible,Atlas of Yambol Mounds,NA,NA,2,p.9,,NA,,,LU ok,,X - no new capture this year,X - no new capture this year,X - no new capture this year,"N = no, not visible this year",X - no new capture this year,X - no new capture this year,? = maybe something unsure,X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,"N = no, not visible this year",X - no new capture this year,X - no new capture this year,,,
200720,,Forest,Forest,unverifiable: RS impossible,None visible,Atlas of Yambol Mounds,NA,NA,3,p.9,,NA,,,LU ok,,X - no new capture this year,X - no new capture this year,X - no new capture this year,"N = no, not visible this year",X - no new capture this year,X - no new capture this year,"N = no, not visible this year",X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,? = maybe something unsure,X - no new capture this year,X - no new capture this year,,,
200721,,Forest,Forest,unverifiable: RS impossible,None visible,Atlas of Yambol Mounds,NA,NA,3,p.9,,NA,,,LU ok,,X - no new capture this year,X - no new capture this year,X - no new capture this year,"N = no, not visible this year",X - no new capture this year,X - no new capture this year,"N = no, not visible this year",X - no new capture this year,X - no new capture this year,X - no new capture this year,X - no new capture this year,? = maybe something unsure,X - no new capture this year,X - no new capture this year,,,
